transcript_id,ERR5060645,ERR5060646
transcript:Os04t0561200-01,258,370
transcript:Os01t0878900-01,15,6
transcript:Os04t0679500-00,0,1
transcript:Os01t0252600-00,21,24
transcript:Os12t0480000-01,841,1270
transcript:Os01t0846600-02,51,25
transcript:Os01t0185500-00,284,780
transcript:Os01t0846600-01,676,794
transcript:Os07t0137600-01,1371,1925
transcript:Os06t0188600-01,144,183
transcript:Os02t0184500-01,2815,3425
transcript:Os02t0480466-00,0,0
transcript:Os05t0410900-02,59,280
transcript:Os03t0229801-01,12,3
transcript:Os01t0783100-01,100,143
transcript:Os04t0122000-01,44,45
transcript:Os04t0122000-02,0,7
transcript:Os04t0122000-03,0,11
transcript:Os09t0474400-00,19,8
transcript:Os08t0511800-01,506,394
transcript:Os06t0624200-01,801,1160
transcript:Os04t0636400-01,263,88
transcript:Os02t0464550-01,7,26
transcript:Os08t0487000-01,130,199
transcript:Os02t0131700-00,5092,6773
transcript:Os05t0369900-01,0,46
transcript:Os11t0522000-01,178,283
transcript:Os10t0522500-01,246,301
transcript:Os03t0612600-01,547,732
transcript:Os11t0119900-01,96,168
transcript:Os04t0110500-02,101,183
transcript:Os01t0373800-01,6,5
transcript:Os11t0160600-01,14,9
transcript:Os10t0369600-01,813,1232
transcript:Os04t0528000-00,875,874
transcript:Os01t0263500-01,736,713
transcript:Os05t0120800-01,207,278
transcript:Os05t0557900-01,759,1521
transcript:Os05t0521950-00,12,33
transcript:Os07t0623501-00,77,253
transcript:Os12t0184167-01,9,0
transcript:Os09t0481100-01,189,358
transcript:Os01t0588300-00,8,22
transcript:Os10t0404900-01,21,36
transcript:Os11t0223000-01,283,275
transcript:Os02t0654600-00,22,28
transcript:Os01t0316001-01,0,0
transcript:Os02t0590800-01,1850,2891
transcript:Os01t0282251-01,5,5
transcript:Os02t0781700-01,94,92
transcript:Os02t0781700-02,2379,2985
transcript:Os04t0464800-01,360,408
transcript:Os01t0870400-00,0,12
transcript:Os01t0817700-02,1972,2967
transcript:Os01t0817700-01,14715,18294
transcript:Os09t0412700-01,197,335
transcript:ENSRNA049465909-T1,1,0
transcript:Os07t0251200-01,0,1
transcript:Os05t0220900-01,1078,1456
transcript:Os05t0220900-02,1,1
transcript:Os03t0243600-01,3392,3708
transcript:Os06t0222400-01,75,164
transcript:Os02t0218600-00,34,52
transcript:Os01t0223600-01,1504,2658
transcript:ENSRNA049475726-T1,1,1
transcript:Os07t0546800-00,0,0
transcript:Os11t0574400-00,0,3
transcript:Os07t0142802-00,6,6
transcript:Os12t0241100-01,664,726
transcript:Os02t0752200-01,2572,6044
transcript:Os01t0835900-00,1237,1407
transcript:Os03t0118200-01,98,57
transcript:Os03t0118200-02,0,192
transcript:Os12t0170400-01,476,1066
transcript:Os05t0547200-00,0,0
transcript:Os08t0103400-00,195,230
transcript:Os06t0234800-01,0,5
transcript:Os04t0455700-00,11,19
transcript:Os03t0351200-00,97,177
transcript:Os11t0577800-00,0,0
transcript:Os01t0284700-01,952,974
transcript:Os06t0475400-01,366,604
transcript:Os02t0764500-02,1,4
transcript:Os05t0355900-01,0,4
transcript:Os08t0398800-02,293,865
transcript:Os10t0432001-00,0,0
transcript:Os04t0568950-00,0,0
transcript:Os07t0613833-00,12,37
transcript:Os02t0237100-01,25,21
transcript:Os10t0168900-01,101,289
transcript:Os06t0240025-00,0,0
transcript:Os02t0528200-01,272123,249310
transcript:Os03t0414900-00,0,0
transcript:Os07t0536800-00,0,4
transcript:Os05t0506800-01,16,20
transcript:Os05t0596200-01,9,25
transcript:Os02t0645266-00,5,3
transcript:Os05t0596200-03,548,604
transcript:Os08t0367625-00,0,0
transcript:Os02t0728700-01,533,576
transcript:Os07t0641700-02,2,2
transcript:Os08t0266225-00,46,110
transcript:Os09t0502100-06,6,7
transcript:Os01t0304050-01,210,103
transcript:Os01t0615000-01,61,75
transcript:Os08t0240200-01,49,325
transcript:Os02t0603000-00,9,11
transcript:Os01t0801200-01,262,441
transcript:Os01t0170800-01,99,113
transcript:Os01t0341750-00,0,9
transcript:Os01t0900900-01,56,152
transcript:Os01t0621900-01,411,371
transcript:Os01t0373400-01,77,122
transcript:Os01t0141450-00,0,0
transcript:Os01t0621900-04,14,25
transcript:Os12t0597600-01,1513,2379
transcript:Os10t0576000-01,2395,3306
transcript:Os01t0225550-01,5,42
transcript:Os05t0314100-03,9,2
transcript:Os05t0314100-02,1298,1685
transcript:ENSRNA049470054-T1,16,41
transcript:Os01t0960500-01,9089,7968
transcript:ENSRNA049467868-T1,1,6
transcript:Os03t0726800-01,445,602
transcript:Os01t0925000-01,866,1214
transcript:Os06t0604600-01,171,606
transcript:Os09t0505850-00,14,24
transcript:Os06t0687900-01,2982,5962
transcript:Os03t0712700-01,21973,20409
transcript:Os06t0687900-02,1,1
transcript:Os03t0360750-00,0,0
transcript:Os02t0570600-00,0,0
transcript:Os02t0651500-03,157,103
transcript:Os07t0142700-01,0,4
transcript:Os06t0195150-00,150,236
transcript:Os09t0502100-05,124,373
transcript:Os01t0136400-01,290,666
transcript:Os05t0104100-02,1828,3848
transcript:Os05t0531800-00,0,4
transcript:Os08t0454600-01,26,57
transcript:Os05t0492100-01,185,375
transcript:Os05t0590201-01,28,47
transcript:Os06t0316100-01,1030,1623
transcript:Os12t0612500-01,124,138
transcript:Os09t0453000-02,12,6
transcript:Os01t0137250-00,26,17
transcript:Os09t0453000-01,1765,2195
transcript:Os02t0749000-01,516,549
transcript:Os02t0771450-00,35,73
transcript:Os01t0616333-01,180,304
transcript:Os02t0606600-01,4,11
transcript:Os08t0419600-01,121,171
transcript:Os08t0462300-01,181,212
transcript:Os01t0878200-01,71,64
transcript:Os07t0546400-01,93,54
transcript:Os07t0207800-00,0,0
transcript:Os05t0489750-00,2,1
transcript:Os12t0116000-02,41,174
transcript:Os01t0125500-00,1,0
transcript:Os06t0222800-01,103,180
transcript:Os11t0549690-01,610,630
transcript:Os12t0222650-01,0,118
transcript:Os09t0381800-01,5,0
transcript:Os09t0430600-00,0,0
transcript:Os07t0663800-01,82,203
transcript:Os03t0278200-01,2677,9097
transcript:Os03t0278200-02,71,82
transcript:Os05t0396700-01,64,94
transcript:Os01t0234100-01,313,255
transcript:Os07t0236800-01,3572,4104
transcript:Os01t0740651-00,205,366
transcript:Os08t0476700-01,124,68
transcript:Os04t0662100-01,755,873
transcript:Os03t0796502-00,2,3
transcript:ENSRNA049473196-T1,26,20
transcript:Os05t0372300-01,0,43
transcript:Os12t0284800-00,483,884
transcript:Os10t0478500-00,503,3427
transcript:Os02t0752300-01,366,377
transcript:Os10t0111800-01,85,89
transcript:Os03t0208600-01,31,26
transcript:Os06t0217925-00,0,0
transcript:Os07t0181500-01,786,1668
transcript:Os03t0190400-01,874,2243
transcript:Os01t0859300-01,2232,4350
transcript:Os01t0859300-02,205,290
transcript:Os10t0124200-00,0,0
transcript:Os01t0636500-01,372,605
transcript:Os12t0166000-00,4192,6398
transcript:Os05t0510600-01,0,0
transcript:Os10t0516100-01,199,229
transcript:Os02t0110650-01,10,33
transcript:Os03t0607700-01,85,288
transcript:Os03t0770000-00,0,4
transcript:Os07t0685500-01,91,210
transcript:Os08t0457300-00,0,3
transcript:Os02t0273900-01,46,58
transcript:Os08t0526700-00,67,70
transcript:Os09t0571500-02,139,176
transcript:Os01t0327000-01,222,255
transcript:Os11t0250000-02,3228,3219
transcript:Os08t0275600-00,0,0
transcript:Os11t0250000-01,1232,2356
transcript:Os02t0802500-02,323,731
transcript:Os04t0394700-01,667,1128
transcript:Os02t0802500-01,3462,10002
transcript:Os06t0243100-01,1,5
transcript:Os11t0473275-00,856,1156
transcript:Os06t0534500-00,0,0
transcript:Os04t0572200-00,2,0
transcript:Os01t0651800-01,318,438
transcript:Os12t0111700-00,196,369
transcript:Os01t0373500-01,0,0
transcript:Os10t0142700-01,0,0
transcript:Os01t0568950-00,0,0
transcript:Os06t0665900-00,1404,1472
transcript:Os06t0168150-00,14,20
transcript:Os04t0386600-02,3329,3295
transcript:Os04t0386600-01,679,844
transcript:Os05t0160800-01,39,45
transcript:Os05t0531400-01,7,16
transcript:Os10t0184200-00,81,257
transcript:Os09t0111700-00,3,0
transcript:Os05t0130100-00,130,375
transcript:Os07t0659900-01,405,656
transcript:Os03t0854200-01,404,467
transcript:Os06t0246600-01,8,3
transcript:Os12t0245000-02,12,6
transcript:Os11t0459300-00,0,0
transcript:Os09t0541300-00,4,6
transcript:Os03t0726900-01,45,37
transcript:Os03t0726900-02,185,188
transcript:Os06t0498900-01,974,1022
transcript:Os01t0587150-00,0,0
transcript:Os08t0490100-01,785,1438
transcript:Os12t0255850-01,30,1818
transcript:Os02t0661300-01,61,130
transcript:ENSRNA049471283-T1,1,1
transcript:Os11t0113032-01,5,24
transcript:Os09t0539500-01,4344,5552
transcript:Os01t0233500-01,109,119
transcript:Os01t0507900-01,574,777
transcript:Os02t0318400-01,14,23
transcript:Os02t0514712-00,2,6
transcript:Os01t0286550-00,0,0
transcript:Os06t0130900-00,12129,18189
transcript:Os08t0422401-00,26,39
transcript:Os03t0118900-01,297,485
transcript:Os01t0303200-01,1613,1887
transcript:Os07t0295601-00,0,0
transcript:Os09t0537000-01,49,51
transcript:Os12t0624050-00,0,18
transcript:Os05t0176100-06,980,913
transcript:Os04t0618200-02,1390,3453
transcript:ENSRNA049475575-T1,0,0
transcript:Os04t0618200-01,0,0
transcript:Os09t0405600-01,0,0
transcript:Os07t0534000-01,42,67
transcript:Os01t0795300-02,204,366
transcript:Os01t0795300-03,13,9
transcript:Os04t0607500-01,49,37
transcript:Os01t0795300-01,6,22
transcript:Os05t0429500-02,11,8
transcript:Os12t0217800-01,60,0
transcript:ENSRNA049447404-T1,9,11
transcript:Os05t0324700-01,88,106
transcript:ENSRNA049466581-T1,1,5
transcript:Os02t0626100-04,1,1
transcript:Os11t0436450-00,0,0
transcript:Os02t0626100-02,11,11
transcript:Os02t0626100-03,619,1453
transcript:Os02t0626100-01,25786,74269
transcript:Os06t0139700-01,1278,1557
transcript:Os04t0625800-01,2728,4841
transcript:Os04t0625800-02,859,1095
transcript:Os01t0976300-01,58,105
transcript:Os04t0223901-00,14,55
transcript:Os05t0339000-01,1381,1786
transcript:Os02t0214500-01,52009,43386
transcript:Os07t0216700-01,169548,111235
transcript:Os08t0322550-00,0,0
transcript:Os07t0663650-00,0,2
transcript:Os08t0529800-01,91,374
transcript:Os01t0278900-01,300,317
transcript:Os07t0588400-01,0,0
transcript:Os01t0897500-01,164,265
transcript:Os01t0312500-01,219,582
transcript:Os01t0897500-02,101,151
transcript:Os10t0363650-01,68,114
transcript:Os07t0281900-01,107,158
transcript:Os03t0653100-00,0,0
transcript:Os10t0141300-00,0,0
transcript:Os04t0460750-00,0,0
transcript:Os08t0116566-00,1449,1643
transcript:Os09t0100800-01,22,19
transcript:Os02t0320800-01,129,145
transcript:Os03t0245200-01,0,0
transcript:Os05t0414750-00,0,7
transcript:Os05t0178950-00,0,3
transcript:Os08t0135800-02,192,294
transcript:Os01t0547000-01,1294,1718
transcript:Os08t0135800-03,2,0
transcript:Os07t0588600-01,1,7
transcript:Os12t0210200-01,1755,2139
transcript:Os04t0464850-00,5,0
transcript:Os03t0157600-00,560,598
transcript:Os02t0130200-01,1027,939
transcript:Os06t0231300-01,2524,3323
transcript:Os06t0725200-01,29,33
transcript:Os03t0281900-01,36,251
transcript:Os10t0510050-00,0,3
transcript:Os01t0677900-01,23,95
transcript:Os08t0446550-00,2,4
transcript:Os12t0169200-00,0,0
transcript:Os12t0105500-01,203,257
transcript:Os06t0364850-01,0,2
transcript:Os10t0430800-01,847,1393
transcript:Os05t0318100-00,19,16
transcript:Os10t0430800-02,35,43
transcript:Os10t0503300-00,17,34
transcript:Os02t0599700-01,1440,1818
transcript:ENSRNA049468376-T1,1,4
transcript:Os12t0267100-00,0,0
transcript:Os04t0669700-00,104,113
transcript:Os02t0717200-00,62,114
transcript:Os08t0162900-00,0,0
transcript:ENSRNA049447459-T1,0,0
transcript:Os02t0729300-01,293,604
transcript:Os02t0529850-00,0,0
transcript:Os07t0659500-01,524,589
transcript:Os12t0420100-01,0,0
transcript:Os03t0772800-02,311,682
transcript:Os01t0246500-01,121,144
transcript:Os07t0273700-00,384,438
transcript:Os07t0169100-00,0,0
transcript:Os03t0388900-01,558,2239
transcript:Os12t0189700-01,147,217
transcript:Os11t0539600-00,0,517
transcript:Os05t0531500-01,1901,2548
transcript:Os05t0531500-02,12,82
transcript:Os05t0346500-01,1228,1562
transcript:Os07t0229100-01,118,203
transcript:Os10t0534700-01,0,0
transcript:Os03t0787100-01,247,496
transcript:Os06t0217500-01,462,773
transcript:Os04t0455401-01,459,430
transcript:Os04t0455401-02,845,1215
transcript:Os04t0455401-03,1,1
transcript:Os10t0191100-00,0,0
transcript:Os07t0521400-01,49,108
transcript:Os07t0578700-00,7,4
transcript:Os03t0780550-00,13,0
transcript:Os06t0354700-02,527,1077
transcript:Os06t0354700-03,1,1
transcript:Os05t0408800-00,0,8
transcript:Os06t0354700-01,2645,4903
transcript:Os04t0250700-01,802,713
transcript:Os03t0294650-00,265,150
transcript:Os10t0499500-01,15,10
transcript:Os02t0755500-01,18,20
transcript:Os09t0444800-01,2,2
transcript:Os08t0104100-03,450,485
transcript:Os05t0547100-01,526,682
transcript:Os02t0810300-01,1022,1432
transcript:Os09t0379400-00,0,0
transcript:Os05t0137100-01,254,134
transcript:Os05t0581200-00,22,46
transcript:Os09t0449400-02,84,413
transcript:Os02t0228900-01,94,257
transcript:Os04t0398400-01,6,8
transcript:Os02t0490000-01,35,44
transcript:Os02t0738350-00,0,20
transcript:Os01t0944500-00,1,0
transcript:Os08t0562700-02,0,0
transcript:Os03t0214000-01,3259,4317
transcript:Os08t0131100-01,18,54
transcript:Os03t0214000-02,1376,1032
transcript:Os06t0702100-00,2,0
transcript:Os08t0114400-01,0,41
transcript:Os02t0832600-02,188,793
transcript:Os11t0470500-00,13,82
transcript:Os02t0832600-01,643,744
transcript:Os03t0160000-01,170,207
transcript:Os07t0682500-01,83,147
transcript:Os01t0851700-01,5525,10476
transcript:Os01t0956800-00,0,3
transcript:Os02t0817800-02,54,366
transcript:Os07t0608700-02,3072,2671
transcript:Os07t0608700-01,54,57
transcript:Os12t0454701-00,0,0
transcript:Os01t0615300-02,783,2101
transcript:Os01t0615300-01,555,1307
transcript:Os02t0146500-02,132,104
transcript:Os02t0146500-01,2347,3267
transcript:Os03t0401366-01,51,65
transcript:Os01t0234566-00,0,0
transcript:transcript-rpoB,11,76
transcript:transcript-rpoA,9,27
transcript:Os06t0229066-00,124,290
transcript:Os09t0250400-01,40,33
transcript:Os03t0292600-00,0,0
transcript:Os05t0127400-01,145,281
transcript:ENSRNA049469003-T1,0,0
transcript:Os08t0156900-02,0,0
transcript:Os05t0594500-02,50,33
transcript:Os05t0594500-01,185,530
transcript:Os08t0156900-01,217,210
transcript:Os12t0562100-01,961,1284
transcript:Os08t0200100-01,35,107
transcript:Os06t0541132-00,7,50
transcript:Os06t0548350-00,0,0
transcript:Os03t0157700-01,465,347
transcript:Os03t0157700-02,2657,8672
transcript:Os01t0845100-01,18,96
transcript:Os07t0273000-01,13,0
transcript:Os06t0632300-00,0,0
transcript:Os11t0516400-01,0,105
transcript:Os11t0163100-01,4799,8357
transcript:Os09t0477700-01,104,149
transcript:Os02t0608600-01,15476,14226
transcript:Os07t0568650-00,4,9
transcript:Os03t0237500-02,0,0
transcript:Os03t0237500-01,385,423
transcript:Os09t0511900-01,30,0
transcript:Os01t0602200-01,0,280
transcript:Os01t0114900-00,0,0
transcript:Os03t0200200-01,166,277
transcript:Os04t0633225-00,4,0
transcript:ENSRNA049474749-T1,0,0
transcript:Os04t0271000-02,24,23
transcript:Os04t0271000-01,2019,2199
transcript:Os01t0299300-00,38,53
transcript:Os08t0162250-00,2,7
transcript:Os01t0757700-01,508,658
transcript:Os01t0769000-02,25,25
transcript:Os01t0769000-01,4320,8783
transcript:Os09t0556200-00,1480,1876
transcript:Os09t0388550-00,11,44
transcript:Os04t0625300-01,536,539
transcript:ENSRNA049470243-T1,1,1
transcript:Os10t0111850-00,0,0
transcript:Os02t0105600-00,0,0
transcript:Os07t0680800-00,1087,1542
transcript:Os11t0214700-00,0,0
transcript:Os07t0237700-01,21,30
transcript:Os03t0351100-02,1109,2268
transcript:Os10t0478200-01,29744,28702
transcript:Os03t0351100-01,196,394
transcript:Os02t0571900-01,215,805
transcript:Os02t0144800-00,0,0
transcript:Os10t0327050-00,0,0
transcript:Os05t0535200-01,44,34
transcript:Os08t0397800-01,69,156
transcript:Os12t0502800-04,1320,5151
transcript:Os01t0927900-01,2250,1789
transcript:Os11t0460900-00,0,0
transcript:Os11t0702700-02,284,285
transcript:Os01t0889900-01,615,904
transcript:Os06t0131500-02,8,13
transcript:Os02t0755900-01,426,1209
transcript:Os01t0647700-01,1079,869
transcript:Os07t0668100-01,26,22
transcript:Os12t0502800-02,1265,2040
transcript:Os02t0725200-01,910,831
transcript:Os05t0247800-01,2242,10411
transcript:Os02t0725200-02,129,282
transcript:Os04t0658000-01,2006,1947
transcript:Os04t0658000-02,3575,3234
transcript:Os09t0297100-02,5427,5681
transcript:Os04t0178400-01,306,592
transcript:Os07t0139000-00,0,0
transcript:Os03t0718150-00,3,20
transcript:Os05t0445500-01,6502,6288
transcript:Os05t0445500-02,733,1305
transcript:Os08t0139700-01,8,35
transcript:Os08t0139700-02,0,0
transcript:Os07t0568300-02,1357,1041
transcript:Os12t0551200-03,7,0
transcript:Os12t0551200-02,0,0
transcript:Os01t0178775-00,2,2
transcript:Os04t0184100-01,47,43
transcript:Os01t0677400-01,0,0
transcript:Os01t0965900-01,585,1039
transcript:Os07t0568300-01,105,1921
transcript:Os04t0679150-00,0,0
transcript:Os11t0201933-00,0,0
transcript:Os04t0142100-00,0,0
transcript:Os09t0483300-01,0,4
transcript:Os07t0231133-00,0,0
transcript:Os10t0456900-01,1065,1126
transcript:Os01t0167900-01,902,842
transcript:Os05t0471350-00,62,124
transcript:Os12t0511900-00,150,116
transcript:Os06t0516800-01,183,238
transcript:Os09t0284400-01,675,684
transcript:Os06t0269300-02,504,402
transcript:Os06t0579201-01,3,3
transcript:Os12t0178250-00,0,0
transcript:ENSRNA049474432-T1,0,1
transcript:Os11t0131100-00,22,176
transcript:Os08t0535501-00,17,23
transcript:Os08t0153250-00,6,5
transcript:Os12t0176300-01,160,198
transcript:Os02t0180200-01,1849,1879
transcript:Os03t0655600-02,1105,1320
transcript:Os01t0878700-02,1218,1950
transcript:Os12t0617900-01,900,1503
transcript:Os03t0655600-01,1281,2452
transcript:Os06t0133400-01,123,231
transcript:Os06t0158800-01,7,5
transcript:Os02t0736600-01,1563,1891
transcript:Os09t0573150-00,0,0
transcript:Os02t0169800-01,1493,1562
transcript:Os12t0487750-01,0,0
transcript:Os01t0114650-00,0,0
transcript:Os12t0637800-01,8,23
transcript:Os04t0590400-01,790,1765
transcript:Os08t0393900-01,33,96
transcript:Os05t0400500-01,0,0
transcript:Os08t0393900-02,48,80
transcript:Os09t0497700-01,1432,1527
transcript:Os01t0653601-01,2,6
transcript:Os08t0532400-01,1088,1851
transcript:Os05t0591900-02,1,2
transcript:Os08t0452900-01,70,91
transcript:Os01t0856850-00,3,1
transcript:Os05t0591900-03,216,257
transcript:ENSRNA049450281-T1,0,0
transcript:Os10t0371100-00,4,15
transcript:Os07t0212400-01,525,898
transcript:Os05t0591900-01,134,228
transcript:Os02t0125300-01,2406,5125
transcript:Os02t0125300-02,571,1436
transcript:Os05t0109650-00,0,6
transcript:Os10t0390550-00,2,3
transcript:Os02t0570300-00,266,283
transcript:Os09t0474800-02,419,397
transcript:Os09t0323000-02,61,110
transcript:Os12t0205633-00,0,0
transcript:Os03t0266300-03,9936,20701
transcript:Os03t0266300-01,1317,3913
transcript:Os05t0209000-01,171,434
transcript:Os02t0592833-01,268,274
transcript:Os07t0225100-01,61,57
transcript:Os06t0645100-00,13,8
transcript:ENSRNA049470825-T1,3,4
transcript:Os01t0558700-01,14,64
transcript:Os02t0701900-01,316,463
transcript:Os02t0159300-00,0,0
transcript:Os07t0669650-01,801,1872
transcript:Os05t0572800-00,6,9
transcript:Os05t0545900-00,0,0
transcript:Os04t0600100-01,40,84
transcript:Os01t0971700-01,181,364
transcript:ENSRNA049466702-T1,2,6
transcript:Os09t0397700-01,85,136
transcript:Os02t0690550-00,0,9
transcript:Os07t0448400-01,368,98
transcript:Os03t0778100-03,1264,1897
transcript:Os03t0778100-02,0,0
transcript:Os02t0300700-01,633,1599
transcript:Os09t0397700-02,114,252
transcript:Os07t0668000-00,40,41
transcript:Os02t0807900-01,7,7
transcript:Os05t0341450-01,15,5
transcript:Os08t0127800-02,93,181
transcript:Os01t0694200-01,468,761
transcript:Os04t0584600-03,15,35
transcript:Os04t0584600-01,261,1472
transcript:Os03t0733900-01,0,0
transcript:Os12t0247900-00,0,0
transcript:Os01t0523100-00,35,0
transcript:Os05t0149400-01,612,1190
transcript:Os12t0267200-01,176,399
transcript:Os10t0415600-01,3,9
transcript:Os02t0659600-01,309,460
transcript:Os01t0694000-01,0,5
transcript:Os09t0350900-01,9,0
transcript:Os08t0436800-01,3503,3226
transcript:Os10t0175800-00,0,0
transcript:Os04t0624650-00,0,1
transcript:Os01t0975300-01,42,508
transcript:Os05t0550200-01,122,144
transcript:Os05t0512301-00,105,247
transcript:Os04t0560300-01,587,695
transcript:Os04t0677300-01,127,576
transcript:Os06t0689600-01,148,318
transcript:Os05t0413400-02,630,942
transcript:Os06t0711600-02,3826,3207
transcript:Os05t0413400-01,567,539
transcript:Os10t0445400-01,361,366
transcript:Os03t0787150-00,0,0
transcript:Os03t0801000-01,0,8
transcript:Os01t0736600-01,0,0
transcript:Os02t0604800-00,0,0
transcript:Os12t0100100-03,43,55
transcript:Os01t0909400-01,17,28
transcript:Os09t0533300-01,655,1075
transcript:Os08t0131150-00,0,5
transcript:Os10t0497100-01,1360,1228
transcript:Os03t0701100-01,415,804
transcript:Os03t0701100-02,16,15
transcript:Os12t0129300-01,157,127
transcript:Os02t0201000-01,1086,951
transcript:Os09t0403967-01,741,1443
transcript:Os05t0165400-01,735,869
transcript:Os08t0278501-00,0,1
transcript:Os08t0165800-00,71,30
transcript:Os02t0169400-01,65,165
transcript:Os04t0299500-01,8,17
transcript:Os12t0238100-02,8,11
transcript:Os03t0303500-02,0,23
transcript:Os03t0303500-01,16,0
transcript:Os12t0238100-01,1743,2350
transcript:Os12t0287300-02,25,24
transcript:Os12t0287300-01,932,1063
transcript:Os09t0300800-01,0,1114
transcript:Os10t0474900-00,0,5
transcript:Os12t0202700-00,17,19
transcript:Os09t0361032-00,362,495
transcript:Os02t0155900-00,33,40
transcript:Os06t0600350-00,4,3
transcript:Os01t0853700-01,240,746
transcript:Os10t0155800-01,128,369
transcript:Os06t0496875-01,20,18
transcript:Os02t0201401-00,142,238
transcript:Os08t0550500-01,105,179
transcript:Os03t0755625-00,110,105
transcript:Os06t0114900-01,0,1
transcript:Os01t0704300-01,380,490
transcript:Os09t0570200-01,779,977
transcript:Os09t0570200-02,629,548
transcript:Os09t0322300-01,73,47
transcript:Os11t0215300-00,0,0
transcript:Os09t0322300-02,20,24
transcript:Os12t0181701-00,0,3
transcript:Os07t0103600-01,9,0
transcript:Os01t0109432-00,15,38
transcript:Os01t0953000-01,18,108
transcript:Os07t0620800-01,587,1451
transcript:ENSRNA049475447-T1,0,0
transcript:Os07t0609200-00,2,0
transcript:Os08t0486933-00,3,7
transcript:Os06t0213700-01,0,0
transcript:Os06t0213700-02,0,0
transcript:Os01t0758900-01,801,1306
transcript:Os03t0125700-01,378,452
transcript:Os04t0424200-00,329,369
transcript:Os05t0493133-00,0,1
transcript:Os05t0540000-01,1137,1866
transcript:Os09t0553600-01,1099,1119
transcript:ENSRNA049471555-T1,87,105
transcript:Os06t0205250-01,439,353
transcript:Os03t0400800-00,5,121
transcript:Os05t0170600-01,0,8
transcript:Os01t0929200-01,734,761
transcript:Os02t0615500-01,0,0
transcript:Os02t0615500-02,0,0
transcript:Os02t0777001-00,14,23
transcript:Os10t0432200-01,1922,3614
transcript:Os01t0215750-01,3,0
transcript:Os12t0502300-01,54,86
transcript:Os08t0107100-01,787,1748
transcript:Os08t0107100-02,88,248
transcript:Os10t0369000-01,3064,4080
transcript:Os10t0369000-02,7,5
transcript:Os11t0264600-01,1473,2088
transcript:Os01t0661700-01,48,100
transcript:Os11t0490300-00,139,139
transcript:Os05t0100008-00,0,0
transcript:ENSRNA049473627-T1,4,11
transcript:Os11t0143266-00,0,0
transcript:Os04t0272700-01,171,256
transcript:Os04t0272700-03,0,0
transcript:Os04t0272700-02,289,394
transcript:Os03t0231800-02,1874,2709
transcript:Os03t0231800-03,19,776
transcript:Os08t0314800-02,7030,11712
transcript:Os03t0764600-01,669,1656
transcript:Os08t0158200-02,224,244
transcript:Os07t0670200-01,2,7
transcript:Os11t0103100-00,401,652
transcript:Os09t0114500-03,56,59
transcript:Os07t0117400-01,66,83
transcript:ENSRNA049467742-T1,0,1
transcript:Os08t0564800-01,8197,13616
transcript:Os02t0706600-00,349,684
transcript:Os02t0738900-01,3176,4153
transcript:Os05t0592450-00,5,3
transcript:ENSRNA049471707-T1,1,6
transcript:Os04t0127001-01,15,23
transcript:Os12t0573200-01,2310,4459
transcript:Os04t0284900-01,1393,1589
transcript:Os01t0261600-00,0,0
transcript:Os05t0456900-01,199,0
transcript:Os01t0328300-03,274,290
transcript:Os04t0685900-01,1462,2216
transcript:Os09t0356200-01,76,237
transcript:Os04t0685900-02,5,8
transcript:Os04t0344400-00,0,0
transcript:Os05t0542732-00,51,96
transcript:Os07t0569000-01,1204,2089
transcript:Os07t0491900-00,128,94
transcript:Os06t0121500-01,7,0
transcript:Os05t0432600-01,373,452
transcript:Os03t0298900-01,17,31
transcript:Os12t0640700-01,0,9
transcript:Os05t0121800-01,848,1139
transcript:Os11t0453900-01,173,812
transcript:Os10t0471700-01,12,16
transcript:Os10t0471700-02,353,519
transcript:Os07t0448100-01,3331,3105
transcript:Os08t0535600-01,721,548
transcript:Os05t0120000-00,7,1
transcript:Os09t0272500-01,1010,1342
transcript:Os01t0970400-01,2101,2609
transcript:Os04t0541900-00,760,539
transcript:Os10t0521400-01,40,78
transcript:Os12t0640500-01,0,0
transcript:Os10t0541200-01,3545,3619
transcript:Os01t0249200-01,334,417
transcript:Os01t0939901-00,40,41
transcript:Os01t0575901-01,0,0
transcript:Os10t0345900-01,0,0
transcript:Os12t0570500-01,0,20
transcript:Os05t0556000-02,424,925
transcript:ENSRNA049475631-T1,0,0
transcript:Os05t0556000-01,270,1262
transcript:Os06t0161400-01,165,217
transcript:Os05t0110000-01,416,1266
transcript:Os02t0574300-00,0,0
transcript:Os09t0389000-01,0,0
transcript:Os01t0966801-00,0,5
transcript:Os01t0248450-00,9,13
transcript:Os11t0413800-00,0,0
transcript:Os03t0267700-01,818,1107
transcript:Os09t0266100-02,100,153
transcript:Os09t0266100-01,30,16
transcript:Os05t0583050-01,3,0
transcript:Os12t0555200-01,1578,6101
transcript:Os12t0444800-00,0,0
transcript:Os08t0554400-02,27,118
transcript:Os08t0554400-01,124,207
transcript:Os04t0650416-00,13,38
transcript:Os07t0566800-01,0,0
transcript:Os01t0954400-01,5479,6902
transcript:Os03t0241900-02,999,4657
transcript:Os03t0241900-03,1,1
transcript:Os05t0449900-01,576,1110
transcript:ENSRNA049474318-T1,0,0
transcript:Os03t0659400-01,1505,2224
transcript:Os03t0659400-02,42,53
transcript:Os07t0617100-01,259,174
transcript:Os12t0502700-01,1273,1625
transcript:Os08t0147001-00,0,0
transcript:ENSRNA049450626-T1,0,0
transcript:Os04t0337500-02,0,0
