transcript_id,ERR5060645,ERR5060646
transcript:Os04t0161736-00,0,0
transcript:Os01t0928700-00,0,32
transcript:Os09t0495300-00,0,0
transcript:Os04t0341900-00,0,4
transcript:Os09t0429500-00,0,0
transcript:Os01t0960200-00,91,177
transcript:Os10t0557900-00,73,149
transcript:Os07t0672566-00,1,11
transcript:Os01t0876200-01,18,22
transcript:Os05t0316100-02,884,1169
transcript:Os06t0593200-01,253,162
transcript:Os05t0491200-02,407,751
transcript:Os07t0693400-00,1054,1375
transcript:Os06t0716050-00,7,3
transcript:Os06t0318533-01,1138,2382
transcript:Os09t0520000-01,386,426
transcript:Os03t0308850-00,74,84
transcript:Os02t0737801-01,0,0
transcript:Os06t0695900-01,162,297
transcript:Os03t0823100-01,564,800
transcript:Os07t0607000-00,214,312
transcript:Os08t0453766-01,36,44
transcript:Os07t0596900-00,610,713
transcript:Os02t0780800-01,896,1005
transcript:Os10t0124400-00,47,84
transcript:Os02t0435600-01,575,708
transcript:Os01t0917400-03,101,94
transcript:Os01t0917400-02,124,551
transcript:Os01t0917400-01,1862,2654
transcript:Os09t0364900-01,604,813
transcript:Os01t0120600-01,272,438
transcript:Os09t0364900-02,266,429
transcript:Os12t0156500-00,0,0
transcript:Os10t0514901-00,0,6
transcript:Os03t0347750-00,0,1
transcript:ENSRNA049445657-T1,0,0
transcript:Os08t0392500-00,113,57
transcript:Os05t0499450-00,23,95
transcript:Os11t0684100-02,0,125
transcript:Os08t0407400-00,0,0
transcript:Os11t0684100-01,186,160
transcript:Os12t0174000-01,1361,1900
transcript:Os01t0885600-01,1431,1745
transcript:Os07t0563400-01,3203,5488
transcript:Os04t0463900-00,0,0
transcript:Os09t0458000-00,0,0
transcript:Os10t0565300-01,14922,14973
transcript:Os11t0582000-00,49,669
transcript:Os03t0283300-01,1148,1568
transcript:Os07t0199350-00,96,82
transcript:Os01t0226200-00,228,384
transcript:Os03t0190300-00,1919,3296
transcript:Os05t0457600-00,11,15
transcript:Os08t0520200-01,48,69
transcript:Os12t0405400-01,410,734
transcript:Os01t0151500-00,194,420
transcript:Os06t0291100-00,0,0
transcript:Os11t0222000-01,304,493
transcript:Os08t0153900-01,55,162
transcript:Os08t0174300-00,157,224
transcript:Os01t0253800-00,2,13
transcript:Os11t0258500-00,75,133
transcript:Os01t0645400-01,5,10
transcript:Os01t0645400-02,0,25
transcript:Os05t0403300-01,105,128
transcript:Os08t0254300-00,3,20
transcript:Os08t0174500-02,0,0
transcript:Os11t0610700-01,1499,2337
transcript:Os07t0523965-01,720,1019
transcript:Os08t0361300-01,142,105
transcript:Os02t0802200-01,70,65
transcript:Os07t0269450-00,0,6
transcript:Os03t0577100-01,105,102
transcript:Os08t0197300-01,20,48
transcript:Os06t0653200-01,75,30
transcript:Os06t0600301-00,1378,1066
transcript:Os11t0648400-01,4297,4412
transcript:ENSRNA049761430-T1,0,3
transcript:Os01t0111400-01,333,809
transcript:Os03t0831100-01,1907,2524
transcript:Os01t0111400-02,30,31
transcript:Os07t0107000-01,5,9
transcript:Os05t0112900-01,25,23
transcript:Os05t0112900-02,0,0
transcript:Os07t0274300-00,98,54
transcript:Os04t0613300-01,477,744
transcript:ENSRNA049474970-T1,0,0
transcript:Os03t0120200-01,279,54
transcript:Os01t0675000-01,0,0
transcript:Os03t0120200-03,220,471
transcript:Os03t0120200-02,260,521
transcript:Os02t0107800-00,0,5
transcript:Os02t0745250-00,0,3
transcript:Os04t0430600-01,1740,5267
transcript:Os04t0602100-02,3,20
transcript:Os08t0540400-01,1137,3343
transcript:Os01t0111600-01,4497,11969
transcript:Os04t0602100-01,265,341
transcript:Os05t0441750-00,2,3
transcript:Os01t0357800-01,1960,2887
transcript:Os08t0353700-01,0,0
transcript:Os03t0624700-00,0,0
transcript:Os01t0876300-01,288,340
transcript:Os01t0876300-02,231,352
transcript:Os03t0683900-01,197,254
transcript:Os11t0655300-01,100,149
transcript:Os11t0433600-01,401,520
transcript:Os11t0148500-02,7144,13290
transcript:Os03t0703000-01,2645,4172
transcript:Os03t0703000-03,243,19
transcript:Os01t0332200-01,8,29
transcript:Os06t0336001-01,0,0
transcript:Os07t0496500-00,1460,2327
transcript:Os03t0347200-02,20,17
transcript:Os03t0347200-03,13,13
transcript:Os03t0347200-01,2401,2643
transcript:Os04t0634700-01,133,283
transcript:Os10t0459600-01,3,9
transcript:Os08t0347500-00,139,154
transcript:Os06t0292600-01,6,41
transcript:Os07t0419500-01,651,591
transcript:Os04t0512300-01,361,363
transcript:Os12t0529900-01,0,0
transcript:Os11t0492200-00,0,0
transcript:Os03t0766900-01,204,308
transcript:Os03t0766900-02,171,161
transcript:Os11t0663100-00,6,17
transcript:Os02t0714500-03,1,1
transcript:Os03t0117800-01,387,368
transcript:Os02t0605000-01,3,0
transcript:Os04t0208800-01,61,26
transcript:Os03t0197200-01,177,762
transcript:Os02t0558100-02,1003,6084
transcript:Os02t0558100-03,126,8
transcript:Os01t0302800-01,307,370
transcript:Os02t0558100-01,389,392
transcript:Os06t0624750-00,0,7
transcript:Os10t0377450-00,2,51
transcript:Os08t0112600-01,1201,1285
transcript:Os06t0314100-01,70,41
transcript:Os02t0593700-03,0,62
transcript:Os02t0593700-02,9,15
transcript:Os02t0593700-01,1785,7672
transcript:Os05t0464001-00,974,1529
transcript:Os01t0178400-01,253,356
transcript:Os02t0322400-00,885,1012
transcript:Os02t0293350-01,807,1131
transcript:Os01t0127400-00,58,85
transcript:Os06t0495700-00,1679,2223
transcript:Os09t0518000-01,4032,4808
transcript:Os04t0650600-01,245,339
transcript:Os08t0514033-00,0,16
transcript:Os01t0732200-01,682,810
transcript:Os05t0408900-01,98,31
transcript:Os04t0410400-01,38,78
transcript:Os04t0343900-01,0,0
transcript:Os06t0704500-01,150,292
transcript:Os10t0403200-00,0,0
transcript:Os08t0505300-00,692,807
transcript:Os02t0282600-01,57,63
transcript:Os05t0127300-02,101,235
transcript:Os05t0127300-01,0,0
transcript:Os05t0408900-02,28,97
transcript:Os02t0708100-03,937,1111
transcript:Os02t0708100-02,1281,1304
transcript:Os02t0708100-01,2397,2942
transcript:Os06t0495100-00,17,23
transcript:Os05t0408900-04,251,803
transcript:Os03t0128800-03,0,0
transcript:Os03t0128800-01,263,667
transcript:Os01t0650000-01,39,103
transcript:Os05t0169200-01,173,279
transcript:Os01t0729200-01,288,322
transcript:Os03t0566500-01,0,0
transcript:Os07t0425000-01,631,778
transcript:ENSRNA049473366-T1,0,0
transcript:ENSRNA049474528-T1,0,1
transcript:Os03t0610800-01,46,138
transcript:Os08t0285600-01,190,124
transcript:Os10t0116900-01,992,1534
transcript:Os06t0575400-01,3,8
transcript:Os12t0566050-00,0,0
transcript:ENSRNA049475433-T1,0,0
transcript:Os08t0413000-01,0,0
transcript:Os12t0112401-00,39,16
transcript:Os02t0495900-01,642,974
transcript:Os02t0116100-00,85,122
transcript:Os01t0112800-00,0,0
transcript:Os03t0146200-01,292,519
transcript:Os05t0252801-00,0,0
transcript:Os09t0372900-01,135,128
transcript:Os09t0372900-03,724,971
transcript:Os09t0372900-02,88,367
transcript:Os07t0535800-01,139,429
transcript:Os06t0163900-01,0,10
transcript:Os03t0727200-01,0,141
transcript:Os03t0727200-02,60,0
transcript:Os01t0557500-01,2297,5378
transcript:Os05t0353100-00,0,3
transcript:Os03t0632666-01,0,0
transcript:Os07t0672700-00,56,151
transcript:Os08t0391300-01,122,277
transcript:Os07t0635150-01,0,16
transcript:Os09t0268800-00,0,43
transcript:Os01t0858350-01,59,166
transcript:Os07t0220466-00,9,5
transcript:Os01t0179901-01,21,49
transcript:Os05t0571700-01,1819,2365
transcript:Os01t0709400-01,480,810
transcript:Os07t0481400-01,539,938
transcript:Os07t0232200-01,1346,1859
transcript:Os04t0447300-01,0,0
transcript:Os07t0619400-01,9,118
transcript:Os09t0557250-00,0,0
transcript:Os01t0153550-00,0,0
transcript:Os08t0446700-00,2,0
transcript:Os05t0128350-00,2,6
transcript:Os06t0184766-00,704,642
transcript:Os11t0139500-01,1511,2084
transcript:Os03t0299050-00,0,0
transcript:Os04t0634600-01,21,23
transcript:Os08t0136366-00,0,14
transcript:Os01t0600400-01,192,284
transcript:Os09t0314800-00,0,0
transcript:Os05t0341900-00,4,0
transcript:Os11t0139500-02,983,1368
transcript:Os01t0253300-01,10590,15438
transcript:Os01t0253300-02,411,288
transcript:Os03t0564600-01,0,0
transcript:Os10t0501700-00,17,11
transcript:Os06t0529800-01,2411,3199
transcript:Os05t0538500-00,0,5
transcript:Os03t0740800-01,183,241
transcript:Os02t0211100-01,0,10
transcript:Os02t0211100-02,20,18
transcript:Os03t0379300-02,183,143
transcript:Os03t0379300-03,16,179
transcript:Os04t0684500-02,67,282
transcript:Os03t0379300-01,390,948
transcript:Os06t0183700-02,45,52
transcript:Os03t0800050-00,706,797
transcript:Os05t0490500-01,932,910
transcript:Os09t0128400-01,257,475
transcript:Os04t0169500-01,25,129
transcript:Os03t0736900-01,731,1381
transcript:Os09t0128400-02,384,423
transcript:Os02t0823300-02,14,33
transcript:Os02t0823300-01,1440,2162
transcript:Os01t0293100-01,0,0
transcript:Os07t0681300-01,121,124
transcript:Os05t0148400-01,99,167
transcript:Os11t0305400-00,0,0
transcript:Os12t0260500-01,0,50
transcript:ENSRNA049471102-T1,3628,7783
transcript:Os05t0580800-00,31,28
transcript:Os10t0501401-02,99,82
transcript:Os10t0501401-01,16,11
transcript:Os05t0566200-01,130,182
transcript:Os09t0129400-02,618,944
transcript:Os07t0596950-01,21,18
transcript:ENSRNA049446293-T1,0,0
transcript:Os02t0500250-01,0,0
transcript:Os03t0770800-01,2216,3723
transcript:Os04t0151800-03,5,3
transcript:Os03t0393375-00,0,0
transcript:Os06t0726900-00,0,0
transcript:Os07t0642300-01,1990,3621
transcript:Os04t0465900-01,5,7
transcript:Os02t0708000-01,34,59
transcript:Os08t0469400-00,0,5
transcript:Os05t0533800-01,326,286
transcript:Os01t0518651-00,20,19
transcript:Os05t0330700-01,12,0
transcript:Os02t0790600-02,42,36
transcript:Os02t0740700-01,199,2201
transcript:Os10t0346300-01,20,197
transcript:Os05t0126100-01,23,144
transcript:Os05t0126100-02,148,157
transcript:Os03t0419700-00,12,21
transcript:Os03t0673700-01,61,87
transcript:Os11t0572200-02,24,13
transcript:Os09t0379500-01,0,5
transcript:Os07t0656100-01,1733,2742
transcript:Os05t0355400-01,81,674
transcript:Os03t0784100-00,44,82
transcript:Os08t0276000-01,2144,2337
transcript:Os09t0484300-03,0,0
transcript:Os09t0484300-02,86,718
transcript:Os09t0484300-01,3046,4473
transcript:Os12t0540700-01,993,1644
transcript:Os10t0141500-00,141,169
transcript:Os11t0529500-00,0,0
transcript:Os04t0471700-00,54,58
transcript:Os03t0437200-01,5,12
transcript:Os01t0783800-01,1414,1632
transcript:Os01t0272600-01,411,420
transcript:Os09t0356000-00,3,37
transcript:Os11t0507501-01,26,25
transcript:Os08t0332400-00,13,17
transcript:Os09t0489800-02,42,83
transcript:Os08t0486266-01,0,0
transcript:Os02t0601000-01,11,22
transcript:Os02t0514500-01,7671,4113
transcript:Os09t0489800-01,267,256
transcript:Os11t0209450-00,9,55
transcript:Os12t0211500-01,175,0
transcript:ENSRNA049465687-T1,1,4
transcript:Os02t0456100-01,2205,2327
transcript:Os02t0582600-02,0,1
transcript:ENSRNA049474625-T1,0,0
transcript:Os02t0582600-01,8,50
transcript:ENSRNA049475096-T1,0,0
transcript:Os01t0900400-01,1,7
transcript:Os07t0267200-01,2001,622
transcript:Os05t0317900-01,8,0
transcript:Os06t0528300-00,2898,5600
transcript:Os08t0133700-00,302,415
transcript:Os02t0145000-02,1167,2016
transcript:Os08t0172433-00,0,0
transcript:Os11t0224301-00,0,0
transcript:Os05t0105550-00,7,10
transcript:Os01t0966700-02,0,0
transcript:Os06t0612300-01,24,42
transcript:Os01t0683525-00,31,47
transcript:Os02t0628000-00,30,29
transcript:Os03t0187800-01,0,2
transcript:Os04t0481400-01,113,141
transcript:Os04t0481400-02,313,703
transcript:Os01t0271700-01,638,676
transcript:Os03t0302100-01,25,63
transcript:Os03t0401100-01,627,842
transcript:Os01t0647000-02,59,132
transcript:Os01t0647000-01,134,383
transcript:Os01t0631900-00,0,50
transcript:Os01t0187350-00,6,14
transcript:Os06t0155300-02,3,3
transcript:Os07t0689600-01,98,150
transcript:Os08t0518900-01,41,360
transcript:Os06t0239400-00,0,0
transcript:Os09t0564700-00,0,0
transcript:Os10t0525800-00,5,16
transcript:Os04t0630100-01,0,52
transcript:Os08t0135100-01,334,362
transcript:Os02t0491800-00,0,0
transcript:Os06t0658500-01,0,9
transcript:Os02t0822050-00,0,0
transcript:Os06t0178400-01,436,59
transcript:Os06t0287200-00,3,5
transcript:Os03t0356414-01,1612,1491
transcript:Os06t0239600-01,345,393
transcript:Os01t0553600-01,1419,1668
transcript:Os02t0834700-02,9,7
transcript:Os02t0834700-01,270,258
transcript:Os07t0546650-00,0,0
transcript:Os08t0523400-00,0,0
transcript:Os02t0823200-00,93,125
transcript:Os03t0204600-00,12,21
transcript:Os03t0802200-01,789,1848
transcript:Os03t0698500-01,737,1619
transcript:Os11t0602600-01,4810,8299
transcript:Os02t0150600-01,52,190
transcript:Os03t0235300-01,202,482
transcript:Os06t0705100-01,153,133
transcript:Os11t0153900-01,370,548
transcript:Os07t0299701-00,50,102
transcript:Os03t0404650-01,0,0
transcript:Os05t0203400-00,0,0
transcript:Os10t0439862-00,2,0
transcript:Os01t0701500-01,0,0
transcript:Os01t0692200-01,26,33
transcript:Os04t0206300-00,0,0
transcript:Os09t0478300-01,332,539
transcript:Os01t0525500-01,0,4
transcript:Os04t0659400-01,1350,1684
transcript:Os01t0232100-01,410,476
transcript:Os09t0520200-00,1170,1585
transcript:Os10t0562600-00,32,53
transcript:Os06t0705500-01,310,295
transcript:Os12t0292400-01,3902,6605
transcript:Os06t0112151-00,0,0
transcript:Os05t0430800-01,121,352
transcript:Os04t0616550-00,1,2
transcript:Os12t0130100-01,46,55
transcript:Os03t0337850-00,0,2
transcript:Os10t0438600-01,2,0
transcript:Os04t0409200-01,2943,3711
transcript:Os01t0871900-00,6,0
transcript:Os04t0465500-02,126,184
transcript:Os02t0260500-00,355,460
transcript:Os03t0676400-01,0,6
transcript:Os03t0659266-00,1,1
transcript:Os09t0442800-01,176,189
transcript:Os09t0439400-01,1217,1729
transcript:Os09t0442800-03,2,2
transcript:Os06t0319366-00,0,0
transcript:Os01t0235632-00,1180,1991
transcript:Os06t0277850-00,4,15
transcript:Os10t0331400-00,0,0
transcript:Os07t0278866-00,0,0
transcript:ENSRNA050013666-T1,1,2
transcript:Os02t0811902-00,0,0
transcript:Os11t0446000-02,169,301
transcript:ENSRNA049465677-T1,3,5
transcript:Os06t0662151-00,6,4
transcript:Os04t0609400-00,0,0
transcript:Os01t0691500-01,517,914
transcript:Os09t0123800-00,0,0
transcript:Os01t0691500-02,371,276
transcript:Os01t0205300-00,0,0
transcript:Os08t0436200-01,8,0
transcript:Os07t0229900-01,5199,4055
transcript:Os02t0498700-01,544,801
transcript:Os02t0498700-02,511,1026
transcript:Os06t0566500-01,789,893
transcript:Os01t0335600-01,0,3
transcript:Os06t0566500-02,0,0
transcript:Os04t0205200-00,17,42
transcript:Os09t0544300-01,1828,2502
transcript:Os09t0423200-00,175,433
transcript:Os12t0117200-00,5,20
transcript:Os11t0633500-01,975,1348
transcript:Os04t0687300-01,465,593
transcript:Os05t0268500-04,25,32
transcript:Os01t0642700-00,9,64
transcript:Os05t0268500-01,18385,20452
transcript:Os05t0268500-03,459,519
transcript:Os05t0268500-02,0,0
transcript:Os02t0743700-02,949,1092
transcript:Os02t0743700-03,15,34
transcript:Os02t0743700-01,724,708
transcript:Os01t0925700-01,715,1695
transcript:Os06t0119100-02,4,10
transcript:Os06t0119100-01,0,8
transcript:Os03t0194100-01,380,682
transcript:Os09t0294550-00,0,0
transcript:Os04t0643800-00,25,46
transcript:ENSRNA049471239-T1,1,1
transcript:Os02t0657600-00,157,244
transcript:Os08t0133600-01,987,1298
transcript:Os10t0558400-00,0,0
transcript:Os09t0381600-01,243,268
transcript:Os04t0371600-01,224,181
transcript:Os01t0758300-01,250,239
transcript:Os12t0554000-01,1242,1427
transcript:Os01t0892600-02,2044,2551
transcript:Os10t0351457-00,0,0
transcript:Os01t0800200-00,134,53
transcript:Os11t0576975-00,24,83
transcript:Os12t0218500-01,9,15
transcript:Os03t0163200-01,134,164
transcript:Os05t0212350-00,0,0
transcript:Os03t0749650-00,10,14
transcript:Os02t0126500-01,51,96
transcript:Os08t0355400-01,0,11
transcript:Os08t0355400-02,3,0
transcript:Os11t0490800-03,205,219
transcript:Os02t0671400-01,740,1176
transcript:Os02t0156200-00,314,447
transcript:Os02t0671400-03,9,14
transcript:Os01t0133600-00,0,20
transcript:Os02t0684800-01,248,496
transcript:Os02t0306401-01,791,1009
transcript:Os01t0764200-00,0,0
transcript:Os01t0330200-00,0,0
transcript:Os11t0211600-00,6,5
transcript:Os11t0680200-00,69,193
transcript:Os02t0732250-00,0,0
transcript:Os10t0452500-00,13,23
transcript:Os03t0679800-02,0,1
transcript:Os03t0679800-01,0,34
transcript:Os06t0579600-01,71,104
transcript:Os02t0248100-00,0,6
transcript:Os06t0222100-00,34,60
transcript:Os03t0339100-01,3846,4780
transcript:Os03t0750100-00,3285,4683
transcript:Os11t0160400-01,7,0
transcript:Os03t0247000-01,613,835
transcript:Os03t0235200-01,11,15
transcript:Os06t0315601-00,8,0
transcript:Os10t0399100-00,0,7
transcript:Os06t0365450-00,4,12
transcript:Os02t0807750-01,368,433
transcript:Os08t0263000-00,0,0
transcript:Os11t0271675-00,0,2
transcript:Os04t0423700-01,872,1136
transcript:Os09t0520300-00,23,36
transcript:Os11t0540100-01,910,37
transcript:Os03t0781100-00,81,123
transcript:Os09t0307400-00,5,8
transcript:Os11t0293300-01,344,375
transcript:Os01t0624133-00,0,4
transcript:Os08t0397250-00,0,0
transcript:ENSRNA049441839-T1,0,3
transcript:Os08t0254600-01,68,56
transcript:Os07t0486100-01,656,1978
transcript:Os09t0568400-01,381,470
transcript:Os01t0517800-01,638,710
transcript:Os09t0568400-02,382,426
transcript:Os01t0775150-00,1,2
transcript:Os01t0623900-01,72,109
transcript:Os07t0177200-01,12,32
transcript:Os05t0384800-01,2766,4100
transcript:Os12t0204550-01,177,342
transcript:Os11t0592300-01,417,1001
transcript:Os12t0477700-01,17,30
transcript:Os11t0602900-01,291,232
transcript:Os02t0561100-00,4,7
transcript:Os11t0270760-00,0,0
transcript:Os09t0419200-02,530,266
transcript:Os01t0391951-00,0,0
transcript:Os09t0419200-01,9344,12409
transcript:ENSRNA049444399-T1,0,0
transcript:Os06t0679750-00,241,459
transcript:Os04t0578250-00,0,1
transcript:Os03t0135100-01,71,76
transcript:Os04t0302400-01,103,198
transcript:Os04t0676300-01,739,578
transcript:Os04t0433100-00,0,0
transcript:Os09t0530700-02,1484,2055
transcript:Os09t0530700-01,333,423
transcript:Os09t0314400-01,508,623
transcript:Os08t0342000-00,6,17
transcript:Os01t0862200-01,43,54
transcript:Os01t0862200-02,143,119
transcript:Os11t0206000-01,2212,261
transcript:Os03t0102300-00,46,41
transcript:Os07t0479400-01,235,343
transcript:Os04t0365100-01,5,17
transcript:Os07t0486100-02,505,527
transcript:Os01t0668300-01,949,1356
transcript:Os02t0255100-01,970,857
transcript:Os02t0255100-02,5,41
transcript:Os08t0360800-01,0,0
transcript:Os12t0599900-01,137,144
transcript:Os10t0378300-02,795,641
transcript:Os12t0133600-01,151,200
transcript:Os02t0533300-01,97,106
transcript:Os01t0721300-00,20,76
transcript:Os05t0543100-01,433,452
transcript:Os09t0493200-00,41,20
transcript:Os08t0496600-00,37,17
transcript:Os06t0173100-01,1882,2462
transcript:Os01t0780400-02,2333,3656
transcript:Os04t0693000-02,3,8
transcript:Os04t0693000-01,3750,4854
transcript:Os03t0271350-00,2,1
transcript:Os06t0116100-01,12080,17955
transcript:Os02t0255700-02,158,217
transcript:Os02t0255700-01,304,408
transcript:Os05t0302600-01,744,1084
transcript:Os02t0160200-01,627,1073
transcript:Os03t0350300-01,3135,4053
transcript:Os01t0329075-00,0,0
transcript:Os06t0703300-02,101,282
transcript:Os06t0703300-01,13,6
transcript:Os05t0346800-00,12,8
transcript:Os04t0269600-02,1527,2668
transcript:Os04t0269600-03,0,0
transcript:Os05t0252100-01,0,6
transcript:Os03t0744200-01,282,350
transcript:Os08t0300200-02,3108,4684
transcript:Os04t0269600-04,235,376
transcript:Os03t0309000-01,612,1247
transcript:Os07t0151300-01,56,71
transcript:Os04t0529800-02,18,56
transcript:Os04t0529800-01,390,543
transcript:Os02t0523500-01,42279,39498
transcript:Os02t0523500-02,714,316
transcript:Os03t0818250-00,1,5
transcript:Os04t0462800-00,65,246
transcript:Os11t0110100-01,312,548
transcript:Os01t0817800-02,1108,1070
transcript:Os01t0817800-01,1905,2619
transcript:Os11t0145100-00,81,105
transcript:Os11t0639400-01,10,73
transcript:Os06t0565250-00,0,3
transcript:Os04t0636600-02,2054,2258
transcript:Os04t0636600-01,6,1
transcript:Os07t0244300-01,435,642
transcript:Os06t0128500-01,399,373
transcript:Os03t0715400-01,432,699
transcript:Os07t0483500-01,426,1901
transcript:Os07t0483500-02,1853,1880
transcript:Os07t0483500-03,340,92
transcript:Os01t0258700-03,7895,4668
transcript:Os01t0258700-01,187,6013
transcript:Os12t0580500-01,496,762
transcript:Os07t0524400-00,3,9
transcript:Os03t0301950-01,14,96
transcript:Os07t0132300-01,73,63
transcript:Os07t0611500-00,0,0
transcript:Os06t0698748-02,737,1291
transcript:Os06t0698748-01,309,422
transcript:Os02t0153400-01,0,48
transcript:Os09t0298266-00,6,2
transcript:Os05t0584750-00,119,210
transcript:Os06t0571800-03,127,241
transcript:Os06t0107650-00,0,0
transcript:Os08t0305000-02,85,50
transcript:Os01t0522950-00,0,0
transcript:Os06t0191700-00,0,2
transcript:Os08t0326900-01,189,250
transcript:Os10t0530750-00,24,37
transcript:Os06t0202825-00,0,0
transcript:Os03t0582800-00,40,10
transcript:Os04t0226600-01,387,826
transcript:Os05t0119400-00,0,0
transcript:Os01t0682200-00,429,655
transcript:Os01t0971500-01,1780,2717
transcript:Os08t0136600-01,0,0
transcript:Os05t0210500-00,117,148
transcript:Os06t0613000-01,1926,1315
transcript:Os06t0181800-00,3,10
transcript:Os02t0244450-00,0,0
transcript:Os05t0179950-00,186,207
transcript:Os06t0210500-01,2243,1621
transcript:Os08t0230600-01,17,8
transcript:Os11t0102100-02,1,0
transcript:Os03t0422300-01,120,108
transcript:Os11t0130800-01,121,133
transcript:Os01t0273900-00,0,6
transcript:Os06t0189200-00,0,0
transcript:Os11t0265650-00,77,45
transcript:Os05t0393800-01,111,60
transcript:Os03t0167450-00,0,0
transcript:Os12t0115150-00,6,37
transcript:Os12t0191901-00,62,64
transcript:Os01t0272650-00,2,2
transcript:Os01t0913100-01,183,283
transcript:Os10t0570001-00,0,0
transcript:Os08t0152400-00,301,495
transcript:Os04t0195000-01,4329,6262
transcript:Os12t0133850-00,0,0
transcript:Os02t0189300-01,62,39
transcript:Os03t0390666-00,5,11
transcript:Os03t0435200-01,120,193
transcript:Os02t0602400-02,12,4
transcript:Os02t0602400-01,375,562
transcript:Os04t0528600-01,17,0
transcript:Os10t0555600-01,553,797
transcript:Os01t0833150-00,183,391
transcript:Os08t0559600-01,2246,2580
transcript:Os08t0559600-02,602,327
transcript:Os05t0206600-00,4,7
transcript:Os01t0777500-00,113,83
transcript:Os09t0281300-02,695,1014
transcript:Os02t0654400-01,2236,3560
transcript:Os12t0108200-01,635,858
transcript:Os01t0138800-01,68,41
transcript:Os12t0203900-01,526,589
transcript:Os08t0558200-01,839,1448
transcript:Os03t0850300-01,101,125
transcript:Os02t0318450-00,82,68
transcript:Os08t0301500-01,7060,10210
transcript:Os07t0156200-00,0,0
transcript:Os01t0884700-00,296,483
transcript:Os03t0274800-01,859,1606
transcript:Os12t0178600-00,0,0
transcript:Os12t0190200-02,202,174
transcript:Os12t0548300-03,596,514
transcript:Os03t0648600-00,6,63
transcript:Os12t0190200-01,458,480
transcript:Os04t0100150-00,0,0
transcript:Os11t0640500-00,0,0
transcript:Os05t0143700-00,44,166
transcript:Os11t0644100-00,59,32
transcript:Os05t0229950-00,0,0
transcript:Os09t0398200-01,194,168
transcript:Os03t0709533-00,0,0
transcript:Os08t0233300-01,21,67
transcript:Os08t0233300-02,309,432
transcript:Os02t0148500-01,959,1668
transcript:Os09t0133650-00,0,0
transcript:Os09t0521900-01,525,634
transcript:Os10t0543800-00,3,8
transcript:Os12t0261250-01,0,64
transcript:Os04t0129300-01,158,299
transcript:Os06t0179950-00,0,0
transcript:Os12t0508300-01,3553,2763
transcript:Os02t0210600-01,94,69
transcript:Os02t0817500-01,2303,2810
transcript:Os02t0817500-02,185,2031
transcript:Os05t0129100-00,1499,2987
transcript:Os03t0245700-02,447,762
transcript:Os03t0245700-03,0,0
transcript:Os02t0633200-01,248,442
transcript:Os08t0193300-00,261,210
transcript:Os06t0561800-00,61,78
transcript:ENSRNA049476286-T1,0,1
transcript:Os04t0643700-02,161,237
transcript:Os08t0562750-00,0,0
transcript:Os11t0275000-00,49,140
transcript:Os08t0395800-01,20,53
transcript:Os03t0327700-01,32,100
transcript:Os03t0761200-01,264,356
transcript:Os06t0701700-01,61,63
transcript:Os06t0701700-02,0,4
transcript:Os04t0615500-01,498,954
transcript:Os04t0449300-01,5,3
transcript:Os03t0582900-01,103,114
transcript:Os03t0758500-01,655,778
transcript:Os10t0330300-01,1170,1343
transcript:Os11t0170400-01,681,839
transcript:Os04t0505700-01,1043,1928
transcript:Os08t0531200-01,1123,1205
transcript:Os03t0799050-00,0,0
transcript:Os03t0680400-00,0,15
transcript:Os03t0647550-00,0,0
transcript:Os04t0520000-01,590,709
transcript:Os07t0161700-00,0,0
transcript:Os02t0278400-01,35,41
transcript:Os02t0278400-02,7,22
transcript:Os04t0669200-01,371,865
transcript:Os07t0599201-00,5,11
transcript:Os03t0724500-01,1165,1293
transcript:Os04t0535600-02,0,8
transcript:Os01t0559600-02,444,1098
transcript:Os01t0559600-01,6947,14471
transcript:Os04t0535600-01,85,5394
transcript:Os02t0134300-01,2884,4080
transcript:Os03t0618366-00,1,0
transcript:Os10t0109300-01,41,20
transcript:Os10t0109300-02,24,0
transcript:Os05t0128400-01,2245,3431
transcript:Os08t0101800-01,323,1744
transcript:ENSRNA049474279-T1,0,0
transcript:Os12t0203300-00,0,0
transcript:Os01t0284300-00,0,0
transcript:Os05t0425301-00,2,10
transcript:Os11t0228201-01,0,21
transcript:Os08t0424600-01,793,1152
transcript:Os04t0140666-01,3,8
transcript:Os05t0575101-00,6,14
transcript:Os07t0204500-01,697,798
transcript:Os06t0298000-00,85,90
transcript:Os02t0248200-00,29,76
transcript:Os11t0520500-00,304,672
transcript:Os06t0666750-00,0,0
transcript:Os04t0117100-01,2240,3056
transcript:Os09t0551800-00,46,56
transcript:Os04t0421700-01,618,1018
transcript:Os01t0720700-01,796,1400
transcript:Os11t0631100-00,0,0
transcript:Os04t0437401-00,0,0
transcript:Os07t0648000-01,38,68
transcript:Os03t0238600-01,30009,35329
transcript:Os10t0370800-01,836,216
transcript:Os05t0122700-01,1644,2648
transcript:Os04t0475100-00,120,101
transcript:Os01t0137400-00,0,0
transcript:Os12t0129650-01,28,41
transcript:Os01t0386700-01,1872,2321
transcript:Os09t0570900-01,563,665
transcript:Os10t0546300-01,2973,4098
transcript:Os12t0135200-01,12,22
transcript:Os02t0755000-01,513,436
transcript:Os01t0838900-01,476,596
transcript:Os04t0547600-01,4,12
transcript:Os03t0116900-01,444,682
transcript:Os09t0307800-02,253,311
