gene_id,ERR5060645,ERR5060646
gene:Os11g0636050,437,358
gene:Os03g0157500,1043,1234
gene:Os03g0685500,8720,9767
gene:Os02g0479300,181,222
gene:Os10g0346200,1382,2183
gene:Os02g0579600,1469,980
gene:Os01g0962500,275,319
gene:Os01g0890950,0,20
gene:Os04g0245000,0,0
gene:Os07g0107100,56,58
gene:Os06g0550442,0,0
gene:Os08g0461400,217,219
gene:Os08g0425600,9,4
gene:Os02g0218750,9,1
gene:Os08g0556650,438,364
gene:Os05g0597100,5388,4732
gene:Os12g0415400,13,0
gene:Os08g0428400,995,1931
gene:Os01g0685400,63,1452
gene:Os03g0399532,487,631
gene:Os08g0529000,383,646
gene:Os04g0608900,1269,2179
gene:Os04g0623600,1155,1502
gene:Os04g0612100,11,12
gene:ENSRNA049465776,1,3
gene:Os03g0259700,849,1399
gene:Os03g0260000,5,0
gene:Os02g0576700,4857,4711
gene:Os04g0603300,10,19
gene:Os03g0151900,1297,1505
gene:Os02g0697550,86,194
gene:Os01g0237750,11,104
gene:Os02g0106600,38,137
gene:Os01g0761800,258,351
gene:Os08g0132100,0,0
gene:Os01g0648600,34,75
gene:Os07g0175700,21,51
gene:Os02g0135200,898,1191
gene:Os11g0303500,1757,2447
gene:Os02g0594651,106,130
gene:Os03g0124300,3536,7055
gene:Os05g0414400,11,420
gene:Os09g0567366,1464,1806
gene:Os09g0493400,391,686
gene:Os11g0598000,47,207
gene:Os07g0680600,838,1171
gene:Os10g0328700,9,7
gene:Os01g0306800,592,445
gene:Os01g0742200,58,80
gene:Os01g0668901,262,460
gene:Os01g0856500,903,1883
gene:Os04g0294401,0,0
gene:Os05g0141000,24,67
gene:Os12g0505950,0,0
gene:Os06g0187300,0,0
gene:Os05g0490500,932,910
gene:Os02g0176650,636,827
gene:Os09g0458800,2,56
gene:Os06g0293583,0,0
gene:Os08g0502101,0,7
gene:Os01g0519400,615,735
gene:Os02g0244700,6423,9819
gene:Os03g0381300,2989,4511
gene:Os01g0321900,0,0
gene:Os08g0107650,30,29
gene:Os08g0530801,0,0
gene:Os02g0580100,391,823
gene:Os05g0539500,553,547
gene:Os06g0604200,9,46
gene:Os12g0521300,2,1
gene:Os02g0595300,62,97
gene:Os09g0552600,9,0
gene:Os11g0220400,107,109
gene:Os05g0547600,455,623
gene:Os02g0200000,2031,2550
gene:Os01g0217800,1170,1932
gene:Os01g0178000,3066,3047
gene:Os08g0153700,69,159
gene:Os02g0107800,0,5
gene:Os01g0600900,9395,9911
gene:Os08g0414200,66,54
gene:Os05g0412800,345,674
gene:Os01g0363300,319,878
gene:Os01g0377700,1459,2585
gene:Os01g0165800,545,616
gene:Os01g0723200,1692,1710
gene:Os01g0906600,1488,2316
gene:Os03g0577300,19,28
gene:Os05g0116100,12152,9950
gene:Os10g0577500,545,666
gene:Os02g0609700,27,8
gene:Os08g0127900,111501,442538
gene:Os09g0566100,2076,3616
gene:Os04g0165400,1573,2006
gene:Os06g0638000,3498,5631
gene:Os11g0706100,774,1199
gene:Os01g0139700,30,65
gene:Os05g0357500,394,239
gene:Os05g0485500,204,203
gene:Os06g0274200,709,739
gene:Os02g0160200,627,1073
gene:Os09g0372100,411,542
gene:Os01g0644600,350,405
gene:Os03g0190301,0,0
gene:Os03g0190300,1919,3296
gene:Os11g0307500,52,89
gene:Os01g0589900,56,90
gene:Os03g0370200,637,846
gene:Os03g0862200,47,24
gene:Os11g0695975,0,0
gene:Os10g0443800,401,368
gene:Os07g0510350,0,0
gene:Os08g0386300,527,633
gene:Os11g0471200,11,18
gene:Os11g0642900,2,17
gene:Os10g0122701,89,63
gene:Os08g0214600,0,0
gene:Os08g0225700,0,0
gene:Os06g0151200,1155,1321
gene:Os02g0728700,533,576
gene:Os01g0619100,0,0
gene:Os08g0519501,3,5
gene:Os10g0536900,0,0
gene:Os11g0690332,0,0
gene:Os07g0283050,219,491
gene:Os01g0124650,1322,6336
gene:Os02g0670400,865,1362
gene:Os09g0565450,635,779
gene:Os10g0578700,0,160
gene:Os10g0534500,451,723
gene:Os01g0604100,243,182
gene:Os03g0802300,1643,2372
gene:Os03g0258200,632,846
gene:Os01g0106800,1730,2467
gene:Os04g0478800,0,0
gene:Os03g0857301,6,6
gene:Os08g0206400,1376,1507
gene:Os11g0160600,14,9
gene:Os11g0151700,1230,1410
gene:Os07g0665700,3195,3853
gene:Os02g0662900,0,0
gene:Os04g0680800,107,143
gene:Os03g0323350,123,0
gene:Os01g0516600,423,745
gene:Os01g0550600,77,113
gene:Os06g0688300,0,6
gene:Os07g0588600,1,7
gene:Os06g0140950,0,0
gene:Os07g0457400,4271,3495
gene:Os02g0174400,0,0
gene:Os08g0282500,192,273
gene:Os05g0358400,1053,1722
gene:Os06g0216300,706,1187
gene:Os06g0111800,3596,6535
gene:Os06g0652300,7,0
gene:Os11g0271100,287,303
gene:Os01g0246200,0,0
gene:Os07g0444650,4,8
gene:Os03g0830800,3,0
gene:Os05g0181300,1,6
gene:Os11g0454650,75,119
gene:Os04g0419200,88,64
gene:Os07g0182400,302,467
gene:Os07g0627800,3989,4583
gene:Os11g0527000,69,22
gene:Os02g0659100,0,0
gene:ENSRNA049447459,0,0
gene:Os06g0606599,1,1
gene:Os04g0161400,0,0
gene:Os07g0511400,8,22
gene:Os02g0745700,1201,1643
gene:Os03g0579300,4893,5335
gene:Os02g0516600,4973,7003
gene:Os01g0365300,102,67
gene:Os11g0149300,84,77
gene:Os12g0422971,0,2
gene:Os06g0355701,26,45
gene:Os10g0495400,121,149
gene:Os04g0444300,185,223
gene:Os03g0649000,892,2123
gene:Os04g0475400,24,32
gene:Os03g0195475,129,295
gene:Os03g0839600,6,7
gene:Os04g0663300,803,770
gene:Os11g0540100,910,37
gene:Os10g0135650,24,23
gene:Os04g0380500,676,783
gene:Os06g0692700,233,262
gene:Os09g0555550,0,0
gene:Os01g0870500,27,23
gene:Os06g0210100,3217,3240
gene:Os03g0169600,708,1730
gene:Os07g0180800,440,435
gene:Os02g0221100,0,3
gene:Os03g0735601,0,0
gene:Os04g0655400,0,14
gene:Os03g0340500,84760,108544
gene:Os09g0352400,1182,1549
gene:Os06g0238600,2,4
gene:Os03g0806100,0,0
gene:Os03g0167550,36,58
gene:Os01g0110800,187,341
gene:EPlORYSAT000373859,1,1
gene:Os01g0654150,8,8
gene:EPlORYSAT000373854,0,0
gene:EPlORYSAT000373852,992,2257
gene:Os11g0692400,0,0
gene:Os05g0203000,0,0
gene:Os02g0192200,1578,1656
gene:Os08g0484450,30,49
gene:Os11g0459600,0,11
gene:Os04g0498900,307,288
gene:Os03g0674900,0,0
gene:Os02g0462500,199,319
gene:Os05g0390300,238,883
gene:Os01g0826000,918,1300
gene:Os02g0817400,37,79
gene:Os11g0483975,0,0
gene:Os06g0699700,885,1083
gene:Os07g0690400,1198,2163
gene:Os03g0633500,8,13
gene:Os04g0642000,457,770
gene:Os06g0227200,2030,3312
gene:Os03g0737600,778,762
gene:Os02g0531300,45,18
gene:Os02g0705400,675,2232
gene:Os10g0497800,900,961
gene:Os12g0626100,850,1175
gene:Os04g0462500,10258,12912
gene:Os03g0411600,109,130
gene:Os11g0454701,0,0
gene:Os05g0456900,199,0
gene:Os12g0564100,46,153
gene:Os06g0640599,17,7
gene:Os02g0302450,2,2
gene:Os03g0166600,0,0
gene:Os11g0693750,0,0
gene:Os05g0155050,26,30
gene:Os04g0546100,320,419
gene:Os10g0208200,0,0
gene:Os04g0512225,0,0
gene:Os03g0670100,1574,2313
gene:Os06g0582600,64,21
gene:Os03g0582000,1984,2641
gene:Os12g0416800,31,85
gene:Os08g0404000,4,58
gene:Os12g0155300,1007,1387
gene:Os02g0539100,3917,5364
gene:Os11g0611600,0,204
gene:Os02g0518600,75,240
gene:Os05g0137100,254,134
gene:Os06g0326000,928,531
gene:Os10g0133166,0,0
gene:Os01g0836700,0,3
gene:Os04g0362375,0,14
gene:Os08g0421850,0,0
gene:Os06g0300100,0,0
gene:ENSRNA049473842,3,7
gene:Os01g0745400,28,34
gene:Os04g0372201,3,314
gene:Os04g0653000,3019,4089
gene:Os09g0482700,23,18
gene:Os08g0369600,484,555
gene:Os07g0224066,6,10
gene:Os07g0164300,2614,2840
gene:Os06g0184300,10301,15748
gene:Os11g0199200,85972,76587
gene:Os09g0366500,0,7
gene:Os01g0857900,642,756
gene:Os05g0122750,0,0
gene:Os01g0360333,0,5
gene:Os10g0556500,123,57
gene:Os09g0536000,516,655
gene:Os08g0105000,270,438
gene:Os03g0118900,297,485
gene:Os07g0696000,291,390
gene:Os08g0110200,57,88
gene:Os01g0607250,9,25
gene:Os05g0542001,24,51
gene:Os04g0609500,0,349
gene:Os05g0506200,2688,4503
gene:Os09g0255333,7,3
gene:Os05g0112125,4,5
gene:Os07g0684850,0,0
gene:Os09g0321900,8101,6491
gene:Os02g0685200,469,793
gene:Os05g0535600,129,129
gene:Os05g0140500,1741,2283
gene:Os08g0527100,124,251
gene:Os01g0724450,35,51
gene:Os12g0189300,6044,22264
gene:Os01g0262500,306,227
gene:Os02g0134300,2884,4080
gene:Os02g0169450,0,0
gene:Os08g0162100,16714,27384
gene:Os01g0364100,105,165
gene:Os12g0465700,1382,1925
gene:Os04g0282400,2,35
gene:Os08g0411000,0,0
gene:Os05g0474900,1597,2688
gene:Os11g0201540,7,0
gene:Os11g0517350,0,0
gene:Os08g0426000,0,0
gene:Os02g0629900,2,30
gene:Os01g0953801,4,8
gene:Os02g0151600,212,225
gene:Os10g0176300,0,5
gene:Os05g0469900,0,8
gene:Os03g0822800,148,150
gene:Os12g0263800,221,9637
gene:Os03g0300000,616,1540
gene:Os01g0866750,0,0
gene:Os01g0279100,2583,4186
gene:Os07g0648000,38,68
gene:ENSRNA049474232,0,1
gene:Os06g0167125,7,23
gene:Os11g0296900,0,0
gene:Os05g0364600,787,1054
gene:Os10g0459550,0,5
gene:Os01g0509800,3,0
gene:Os05g0489600,29243,45508
gene:Os02g0250600,5489,13111
gene:Os06g0535333,0,0
gene:Os05g0366600,5848,12323
gene:ENSRNA049471555,87,105
gene:Os08g0547800,57,74
gene:Os06g0498000,76,118
gene:Os07g0507200,277,347
gene:Os06g0304300,143,205
gene:Os06g0180533,0,0
gene:Os07g0647200,0,3
gene:Os12g0235300,71,1401
gene:Os10g0442400,324,930
gene:Os02g0823400,154,338
gene:Os09g0488700,238,452
gene:Os01g0572300,282,572
gene:Os06g0707300,56,347
gene:Os05g0372833,80,49
gene:Os04g0189800,0,0
gene:Os02g0611250,1386,1615
gene:Os03g0299900,4554,5754
gene:Os06g0127200,268,337
gene:Os01g0867800,2338,3122
gene:Os03g0284100,9823,12321
gene:Os03g0289350,0,0
gene:Os06g0481800,17,14
gene:Os08g0130300,32,40
gene:Os10g0423300,0,0
gene:Os11g0153450,4,3
gene:ENSRNA049476508,62,64
gene:Os01g0511300,1861,2356
gene:Os01g0243600,4,9
gene:Os02g0157600,48,34
gene:Os04g0659125,109,154
gene:Os01g0823900,195,377
gene:Os09g0463600,14,7
gene:Os06g0268900,9,10
gene:Os09g0551000,37,57
gene:Os11g0516400,0,105
gene:Os01g0898300,2981,4145
gene:Os08g0254900,743,767
gene:Os01g0950866,178,238
gene:Os03g0429000,1530,4089
gene:Os06g0661400,427,786
gene:Os08g0510750,0,0
gene:Os06g0133900,5284,8862
gene:ENSRNA049450578,0,0
gene:Os01g0618200,163,203
gene:Os03g0769600,1041,1416
gene:Os04g0447500,504,424
gene:Os01g0220801,0,0
gene:Os05g0318901,0,0
gene:Os02g0216300,6464,15849
gene:Os11g0660000,482,700
gene:Os12g0132000,277,458
gene:Os11g0194900,1046,1747
gene:Os06g0145700,0,0
gene:ENSRNA049474905,0,0
gene:ENSRNA049474906,0,0
gene:Os04g0524700,14,19
gene:Os03g0616300,346,522
gene:Os02g0727500,2775,3867
gene:Os08g0499100,144,169
gene:Os11g0172350,0,4
gene:Os01g0283400,4,22
gene:Os12g0101000,1953,2928
gene:Os01g0880250,11,24
gene:Os09g0448900,371,382
gene:Os09g0267500,865,719
gene:Os07g0575800,299,391
gene:Os09g0468600,3,0
gene:Os01g0115100,38,47
gene:Os03g0571900,652,2638
gene:Os07g0626200,2813,3282
gene:Os01g0919900,13003,18975
gene:Os11g0255500,17,9
gene:Os11g0213600,418,592
gene:Os03g0715500,2709,3404
gene:Os01g0581900,350,508
gene:Os02g0473200,437,885
gene:Os12g0612625,0,0
gene:Os05g0100008,0,0
gene:Os11g0529100,0,0
gene:Os11g0585900,966,2052
gene:Os01g0136050,61,251
gene:Os03g0811550,0,0
gene:Os02g0706400,519,761
gene:Os04g0395651,12,0
gene:Os10g0542750,15,18
gene:Os12g0217800,60,0
gene:Os10g0100700,694,1278
gene:Os09g0422500,830,1209
gene:Os06g0701300,1633,3046
gene:Os08g0490700,23,24
gene:Os02g0452700,28,37
gene:Os08g0374200,2420,2426
gene:Os01g0756900,127,124
gene:Os04g0538300,0,13
gene:Os03g0155000,8,8
gene:Os07g0124600,1304,1991
gene:Os08g0211750,11,82
gene:Os09g0401600,223,404
gene:Os04g0489950,1,2
gene:Os11g0703600,322,378
gene:Os02g0778600,0,0
gene:Os04g0572200,2,0
gene:Os03g0797800,802,1090
gene:Os06g0597400,791,1464
gene:Os05g0389700,1207,2040
gene:Os12g0291000,886,1091
gene:Os04g0677100,309,335
gene:Os04g0401000,107,80
gene:Os11g0225566,0,0
gene:Os01g0211800,20,37
gene:Os06g0595800,1165,1821
gene:Os04g0679800,1689,2194
gene:Os01g0622033,1160,1376
gene:Os12g0169400,831,1732
gene:Os02g0804000,0,2
gene:Os03g0722200,132,201
gene:Os03g0379100,1379,2283
gene:Os10g0392650,0,5
gene:Os08g0552666,13,9
gene:Os04g0669500,636,798
gene:Os04g0496300,134,140
gene:Os08g0459700,0,0
gene:Os07g0462000,4472,7066
gene:Os04g0120000,0,0
gene:Os02g0816500,1121,1086
gene:Os02g0740700,199,2201
gene:Os08g0433300,91,95
gene:Os06g0661733,43,133
gene:Os12g0590400,906,1539
gene:Os02g0493050,429,927
gene:Os01g0653800,5320,7429
gene:Os06g0296967,0,0
gene:Os08g0469050,0,2
gene:Os01g0602400,290,540
gene:Os03g0376100,1938,2792
gene:Os11g0245900,429,675
gene:Os02g0480200,624,837
gene:Os03g0277700,0,16
gene:Os04g0631300,0,0
gene:ENSRNA049472167,1,1
gene:Os07g0497100,5455,11891
gene:Os02g0731200,196,198
gene:Os02g0272600,976,939
gene:Os06g0298100,0,24
gene:Os03g0181675,0,0
gene:ENSRNA049468443,1,0
gene:Os06g0360300,358,480
gene:Os12g0483600,0,0
gene:Os04g0693250,1069,1928
gene:Os05g0591400,33,56
gene:Os01g0687300,190,263
gene:Os11g0592550,0,0
gene:Os12g0407500,3479,5158
gene:Os02g0184300,2205,3155
gene:Os02g0492900,46,83
gene:Os07g0670100,33,26
gene:Os10g0202501,0,0
gene:Os04g0601800,481,465
gene:Os01g0752100,435,701
gene:Os04g0593200,0,8
gene:Os08g0452500,131,288
gene:Os05g0147500,498,599
gene:Os05g0515500,1230,971
gene:Os02g0454700,0,0
gene:Os10g0444566,0,0
gene:Os06g0158600,677,813
gene:Os04g0603400,182,461
gene:Os07g0689900,86,203
gene:ENSRNA049474577,0,0
gene:Os02g0629332,0,0
gene:Os02g0133300,1757,2389
gene:Os11g0606200,71,111
gene:Os08g0563450,0,0
gene:Os09g0470000,119,102
gene:Os03g0101100,1092,1725
gene:Os12g0110000,3009,5019
gene:Os05g0328800,159610,237211
gene:Os04g0581502,0,0
gene:Os06g0295700,0,149
gene:Os12g0533600,308,309
gene:Os01g0973250,0,0
gene:Os02g0110300,0,12
gene:Os07g0613800,79,82
gene:Os08g0557400,462,708
gene:Os10g0570800,0,0
gene:Os12g0163000,0,3
gene:Os06g0297700,847,1473
gene:Os05g0492000,5,0
gene:Os07g0608400,370,745
gene:Os01g0209901,0,59
gene:Os11g0662950,0,0
gene:Os07g0230700,1629,1566
gene:Os09g0395600,33,31
gene:Os08g0129400,0,0
gene:Os01g0728300,297,1059
gene:ENSRNA049450965,0,0
gene:Os03g0386000,2598,2291
gene:Os02g0597800,970,1523
gene:Os06g0633100,18,96
gene:Os02g0274900,7641,12173
gene:Os07g0482900,82,57
gene:Os02g0202700,41,143
gene:Os11g0650600,0,0
gene:Os06g0719900,29,13
gene:Os02g0595400,1275,2238
gene:Os05g0179100,51,43
gene:Os09g0453700,285,238
gene:Os09g0507701,0,2
gene:Os01g0358900,0,0
gene:Os08g0174100,316,359
gene:Os01g0712700,1889,2525
gene:Os10g0549100,0,0
gene:Os01g0691700,1771,2600
gene:Os05g0305150,17,27
gene:Os05g0414300,540,936
gene:Os01g0847250,4,7
gene:Os02g0173900,3924,5346
gene:Os01g0127000,0,0
gene:Os11g0473000,3371,4030
gene:Os06g0542350,0,0
gene:Os02g0653400,135,698
gene:Os01g0518651,20,19
gene:Os09g0560400,253,489
gene:Os01g0165100,22,26
gene:Os05g0176100,21166,26540
gene:Os01g0602200,0,280
gene:Os05g0519500,1310,1662
gene:Os03g0185800,80,243
gene:Os02g0146500,2479,3371
gene:ENSRNA049466696,2,8
gene:Os02g0796000,0,0
gene:Os02g0594750,0,0
gene:Os06g0704400,3480,4595
gene:Os07g0516900,2054,3103
gene:Os01g0822501,0,0
gene:Os12g0205100,0,0
gene:Os02g0672100,821,1789
gene:Os08g0178900,66,89
gene:Os01g0367400,886,796
gene:Os03g0190800,1029,1132
gene:Os03g0824400,809,934
gene:Os02g0128200,328,476
gene:Os01g0721100,251,302
gene:Os10g0136625,4,18
gene:Os03g0346200,20,139
gene:Os01g0178900,104,184
gene:Os08g0237200,2446,4375
gene:Os01g0200500,494,660
gene:Os07g0617000,122,307
gene:Os04g0109400,0,0
gene:Os02g0754900,1298,1753
gene:Os06g0113500,229,333
gene:Os11g0547000,1049,1077
gene:Os02g0634800,2108,2545
gene:Os03g0293700,1,2
gene:Os01g0552500,198,308
gene:Os02g0818700,478,158
gene:Os06g0103900,919,1295
gene:Os01g0938100,236,430
gene:Os06g0555500,975,1303
gene:Os02g0831600,3200,5336
gene:Os10g0341401,4,22
gene:Os02g0787250,0,0
gene:Os11g0143200,28,288
gene:Os08g0100700,1863,1824
gene:Os01g0510600,368,384
gene:Os05g0209301,0,0
gene:Os05g0210700,0,3
gene:Os04g0109500,0,19
gene:Os10g0322032,24,37
gene:Os11g0656601,0,0
gene:Os04g0452650,0,7
gene:Os07g0537200,3,20
gene:Os04g0529400,588,1487
gene:Os06g0576600,84,76
gene:Os07g0272900,0,0
gene:Os01g0296450,118,274
gene:Os01g0606000,1571,114
gene:Os01g0935500,1449,1944
gene:Os02g0782550,0,0
gene:Os05g0186000,482,536
gene:Os04g0561800,0,0
gene:Os03g0829900,0,0
gene:Os12g0581950,15,19
gene:Os01g0937900,14,30
gene:Os11g0569500,164,1022
gene:Os07g0527800,30,75
gene:Os07g0299800,62,63
gene:Os02g0611000,321,329
gene:Os03g0809800,195,285
gene:Os02g0738200,12,138
gene:Os11g0103400,47,96
gene:Os11g0564900,0,0
gene:Os04g0477300,200,498
gene:Os02g0620200,512,455
gene:Os01g0161300,29,16
gene:Os10g0131850,7,2
gene:Os10g0419200,347,498
gene:Os07g0440100,198,157
gene:ENSRNA049449267,0,0
gene:Os03g0258900,456,189
gene:Os03g0731900,4166,7772
gene:Os01g0209150,0,0
gene:Os01g0876800,2677,3567
gene:Os09g0405900,0,1
gene:Os02g0175250,0,0
gene:Os05g0196400,1302,1889
gene:Os04g0578700,3182,2959
gene:Os03g0601000,535,699
gene:Os06g0559500,7423,6326
gene:Os06g0252300,1029,2149
gene:Os04g0589650,39,17
gene:Os11g0576100,291,219
gene:Os01g0591250,18,37
gene:Os02g0811501,0,1
gene:Os12g0548100,114,116
gene:Os04g0208800,61,26
gene:Os06g0216400,46,85
gene:Os05g0208550,43,56
gene:Os02g0294700,1426,2024
gene:Os04g0678400,718,1628
gene:Os03g0761700,564,787
gene:Os06g0111100,223,291
gene:Os11g0559366,0,0
gene:Os03g0110600,269,490
gene:Os07g0159600,12,57
gene:Os08g0323600,803,919
gene:Os10g0139700,7,232
gene:Os12g0582600,37,23
gene:Os02g0552600,76,113
gene:Os05g0390800,93,135
gene:Os01g0818650,2,0
gene:Os04g0370500,418,2
gene:Os07g0521400,49,108
gene:Os04g0473150,3,4
gene:Os11g0473832,0,0
gene:Os11g0105800,328,404
gene:Os02g0166875,7,7
gene:Os12g0211400,24,14
gene:Os09g0295300,17,12
gene:Os08g0434632,267,201
gene:Os11g0134232,0,109
gene:Os07g0484600,615,365
gene:Os09g0530350,0,0
gene:Os10g0173000,70,113
gene:Os03g0295932,0,1
gene:Os03g0140551,0,3
gene:Os01g0937012,5,14
gene:Os04g0397100,7823,10915
gene:Os07g0690300,2074,4112
gene:Os11g0231200,0,9
gene:Os10g0360100,66,372
gene:Os01g0860601,0,0
gene:Os08g0333100,0,17
gene:Os04g0367900,4,6
gene:Os03g0664600,0,16
gene:Os03g0655700,2949,3623
gene:Os03g0806600,513,648
gene:Os04g0461700,146,156
gene:Os12g0434601,192,6
gene:Os02g0139400,607,893
gene:Os07g0156200,0,0
gene:Os11g0246100,325,618
gene:Os08g0457100,0,0
gene:Os12g0511300,444,792
gene:Os12g0609100,8,26
gene:Os04g0499150,26,59
gene:Os08g0406700,374,453
gene:Os12g0157200,891,1140
gene:Os10g0347000,106,171
gene:Os10g0336700,0,0
gene:Os03g0283900,1131,642
gene:Os03g0689100,2422,3720
gene:Os04g0540600,502,344
gene:Os11g0170300,790,1096
gene:Os02g0550600,2550,3819
gene:Os03g0676400,0,6
gene:Os11g0298866,0,0
gene:Os12g0541500,1158,1435
gene:Os01g0819266,0,0
gene:Os03g0167450,0,0
gene:Os01g0940100,1661,1987
gene:Os02g0113300,35,77
gene:Os06g0182400,365,546
gene:Os09g0482000,218,233
gene:Os10g0545300,1277,1529
gene:Os07g0653050,0,0
gene:Os05g0442550,1,5
gene:Os01g0704300,380,490
gene:Os02g0657775,0,0
gene:Os03g0599700,0,0
gene:Os04g0447650,3,3
gene:Os07g0589600,185,344
gene:Os09g0502100,20446,21016
gene:Os03g0116600,49,62
gene:Os11g0241832,0,0
gene:Os03g0120425,0,24
gene:Os04g0667100,202,375
gene:Os06g0682850,0,4
gene:Os05g0159400,0,0
gene:Os08g0528601,192,192
gene:Os05g0401000,901,1902
gene:Os05g0472250,5,13
gene:Os08g0110500,1347,2618
gene:Os05g0506900,77,90
gene:Os08g0393150,0,0
gene:Os01g0565800,93,153
gene:Os05g0341600,606,582
gene:Os11g0611100,2,6
gene:Os05g0550600,70,442
gene:Os12g0448900,158,262
gene:Os03g0131500,539,818
gene:Os05g0310600,298,346
gene:Os06g0589750,223,285
gene:Os01g0227200,933,1409
gene:Os09g0483350,3,3
gene:Os05g0402800,3627,5445
gene:Os09g0478000,40,31
gene:ENSRNA049468898,1,1
gene:Os11g0182100,21,45
gene:Os07g0621100,135,203
gene:Os05g0299300,979,1349
gene:Os08g0127750,21,35
gene:Os03g0333700,438,521
gene:Os12g0133000,57,46
gene:Os05g0214232,5,0
gene:Os06g0192600,3906,5204
gene:Os05g0535100,217,242
gene:Os05g0551550,2,9
gene:Os06g0184800,593,1842
gene:Os04g0613900,2204,3595
gene:Os01g0644500,152,377
gene:Os10g0514500,0,0
gene:Os06g0651200,1007,2049
gene:Os01g0164600,655,631
gene:Os08g0544101,9,11
gene:Os07g0631700,72,140
gene:Os01g0813300,13,16
gene:Os01g0711700,0,0
gene:Os08g0119300,13,0
gene:Os10g0451700,0,72
gene:Os01g0698800,0,0
gene:Os02g0730075,53,102
gene:Os01g0908800,272,396
gene:Os02g0168600,1172,1619
gene:Os12g0182800,254,382
gene:Os02g0301700,22,0
gene:Os06g0516800,183,238
gene:Os11g0666300,0,2
gene:Os12g0477400,1129,1959
gene:Os01g0627400,671,1386
gene:Os07g0233000,0,3
gene:Os08g0527800,225,135
gene:Os06g0171800,1842,1395
gene:Os05g0455700,380,380
gene:Os01g0944900,41,52
gene:Os09g0471400,242,263
gene:Os02g0153500,19,54
gene:Os01g0158100,56,75
gene:Os01g0364800,0,19
gene:Os01g0570800,226,649
gene:Os04g0295901,214,238
gene:Os05g0502101,0,0
gene:Os01g0172800,80,138
gene:Os04g0409900,4031,4178
gene:Os09g0473800,24,21
gene:Os06g0188000,563,919
gene:Os02g0755500,18,20
gene:Os10g0456950,102,55
gene:Os05g0489100,488,544
gene:Os08g0537200,0,0
gene:Os05g0476400,19,42
gene:Os01g0248350,0,0
gene:Os01g0540300,11,0
gene:Os01g0513200,427,857
gene:Os08g0189300,606,1880
gene:Os09g0325140,36,63
gene:ENSRNA049472987,5,19
gene:Os04g0184100,47,43
gene:Os04g0687300,465,593
gene:Os01g0672166,10,19
gene:Os01g0138300,21,73
gene:Os03g0793300,0,0
gene:Os06g0163500,681,1077
gene:Os01g0216500,0,0
gene:Os06g0531900,1479,3293
gene:Os09g0463100,9,16
gene:Os02g0789150,0,8
gene:Os01g0951100,372,385
gene:Os07g0262200,4153,5813
gene:Os04g0436400,887,997
gene:ENSRNA049475351,0,0
gene:Os02g0288744,0,0
gene:ENSRNA049475354,0,0
gene:Os11g0171500,2143,3400
gene:Os09g0255101,0,0
gene:Os06g0498900,974,1022
gene:Os11g0186900,17,53
gene:Os02g0610400,810,1187
gene:Os06g0495500,221,289
gene:Os05g0470800,1143,1276
gene:Os01g0117400,0,0
gene:Os07g0620300,2596,3728
gene:Os08g0539700,345,437
gene:Os02g0748800,141,256
gene:Os07g0193000,0,3
gene:Os11g0707900,75,69
gene:Os12g0639600,252,484
gene:Os06g0249500,118,109
gene:Os03g0299200,68,325
gene:Os07g0237200,0,0
gene:Os02g0249300,58,181
gene:Os03g0284600,329,693
gene:Os07g0577700,3384,4273
gene:Os05g0272900,578,758
gene:Os02g0265300,158,274
gene:Os02g0193732,8,6
gene:Os02g0264501,1,4
gene:Os02g0793600,0,0
gene:Os02g0215100,7,19
gene:Os04g0531400,324,1657
gene:Os11g0173900,10,6
gene:Os09g0123250,0,0
gene:Os03g0825400,504,558
gene:Os10g0457700,5202,5474
gene:Os10g0413500,2249,2741
gene:Os03g0717000,3477,5355
gene:Os03g0232050,362,750
gene:Os01g0865100,2749,7749
gene:Os01g0115800,92,212
gene:Os04g0481800,26,203
gene:Os06g0149200,0,0
gene:Os06g0161900,18,9
gene:Os01g0549100,0,8
gene:Os02g0767900,61,141
gene:Os05g0317550,0,0
gene:Os09g0258700,0,0
gene:Os04g0156000,0,0
gene:Os06g0524900,0,42
gene:Os06g0133200,218,199
gene:Os09g0433600,180,239
gene:ENSRNA049475971,2,0
gene:Os01g0922100,5,76
gene:Os04g0437401,0,0
gene:Os12g0297500,2942,5157
gene:Os01g0559750,1937,310
gene:Os04g0103601,8,41
gene:Os03g0268200,4569,6850
gene:Os05g0581800,2766,5588
gene:Os06g0106800,504,1022
gene:Os10g0412700,24,24
gene:Os01g0754200,2679,4325
gene:Os06g0203400,0,0
gene:Os02g0823950,0,0
gene:Os08g0499800,196,287
gene:Os10g0418300,1090,2049
gene:Os03g0791300,0,0
gene:Os06g0535100,152,57
gene:Os12g0577733,0,0
gene:Os01g0575000,21532,23942
gene:Os06g0687000,203,387
gene:Os02g0489700,0,0
gene:Os04g0211700,0,0
gene:Os10g0499800,11,10
gene:Os04g0638600,3,2
gene:Os01g0192101,0,0
gene:Os05g0389000,210,453
gene:Os03g0604432,0,0
gene:Os04g0552400,0,0
gene:Os11g0232000,0,0
gene:Os01g0837000,324,919
gene:Os10g0159800,750,739
gene:Os08g0485600,1442,2181
gene:Os03g0407400,36,95
gene:Os03g0650700,1327,2157
gene:Os11g0133700,72,74
gene:Os01g0793800,135,259
gene:Os11g0257800,11,44
