gene_id,ERR5060645,ERR5060646
gene:Os09g0432300,42,90
gene:Os04g0563000,1011,1370
gene:Os07g0438300,361,624
gene:Os06g0149700,0,9
gene:Os07g0542701,0,0
gene:Os07g0294300,0,0
gene:Os03g0826300,0,11
gene:Os02g0328300,603,603
gene:Os04g0182800,712,946
gene:Os10g0109750,0,0
gene:Os12g0631100,2167,3384
gene:Os07g0695900,314,398
gene:Os02g0489550,2613,4586
gene:Os06g0169600,0,0
gene:Os07g0118200,10,26
gene:Os01g0755700,60,190
gene:Os08g0484300,0,0
gene:Os08g0484301,124,129
gene:Os05g0567200,0,4
gene:Os01g0367700,2174,2458
gene:Os06g0731500,254,389
gene:Os01g0651350,0,0
gene:Os07g0579000,52,138
gene:Os03g0796400,137,199
gene:Os09g0127800,3039,4876
gene:Os08g0223799,0,0
gene:Os09g0386500,950,1348
gene:Os01g0531000,150,245
gene:Os03g0253200,0,16
gene:Os08g0331800,57,217
gene:Os11g0507833,0,0
gene:Os02g0805400,19,29
gene:Os03g0223800,0,0
gene:Os01g0158600,129,169
gene:Os03g0596900,7480,9973
gene:Os02g0453500,14,18
gene:Os10g0141300,0,0
gene:ENSRNA049473057,1,1
gene:Os10g0387000,4266,4893
gene:Os04g0439100,6162,9942
gene:Os04g0134800,0,0
gene:Os04g0495900,77,108
gene:Os12g0614201,0,0
gene:Os12g0614200,0,0
gene:Os04g0412200,138,407
gene:Os02g0830801,1449,1673
gene:Os11g0128000,398,749
gene:Os12g0117400,477,1293
gene:Os04g0639300,124,148
gene:Os02g0557150,7,0
gene:Os05g0289100,0,0
gene:Os04g0649200,605,971
gene:Os06g0364850,0,2
gene:Os08g0432500,490,824
gene:Os04g0121800,40,118
gene:Os08g0372166,0,9
gene:Os01g0973600,640,707
gene:Os12g0633000,209,172
gene:Os07g0558400,5829,6599
gene:Os06g0607900,33,43
gene:Os04g0677033,260,369
gene:Os03g0109700,457,437
gene:Os01g0846550,0,0
gene:Os07g0127600,0,0
gene:Os02g0262600,0,0
gene:Os04g0630500,89,55
gene:Os05g0138000,12,2
gene:Os02g0569400,199,609
gene:Os03g0692350,0,0
gene:Os12g0151500,112,255
gene:Os02g0743500,4201,5071
gene:Os12g0407250,29,20
gene:Os02g0590850,0,12
gene:Os06g0367500,113,117
gene:Os12g0482600,0,0
gene:Os11g0572400,1318,1329
gene:Os08g0128000,948,2507
gene:Os05g0101800,1,1
gene:Os03g0213300,6883,11120
gene:Os05g0563000,130,131
gene:Os08g0535750,29,49
gene:ENSRNA049447492,0,0
gene:Os05g0407900,188,270
gene:Os03g0114300,2719,3353
gene:Os04g0336801,0,0
gene:Os02g0716950,53,34
gene:ENSRNA049468398,0,0
gene:Os03g0377700,691,1023
gene:Os03g0156000,0,0
gene:Os04g0632901,38,34
gene:Os02g0788133,2,35
gene:Os01g0807266,3,7
gene:Os04g0644200,56,118
gene:ENSRNA049470271,0,0
gene:Os04g0600000,274,189
gene:Os02g0130900,335,393
gene:Os01g0847600,249,242
gene:Os01g0233000,1929,8381
gene:Os09g0483500,68,473
gene:Os02g0234450,68,91
gene:Os05g0297900,3071,3167
gene:Os06g0724800,504,1005
gene:Os06g0278450,134,102
gene:Os06g0312950,0,0
gene:Os04g0580700,502,591
gene:Os01g0309100,3045,4002
gene:Os09g0305900,0,0
gene:Os08g0474600,533,604
gene:Os01g0611050,6,11
gene:ENSRNA049467290,0,0
gene:Os02g0618000,11,9
gene:Os02g0457500,40,0
gene:Os01g0158566,19,35
gene:Os05g0514701,0,0
gene:Os09g0344700,162,217
gene:Os08g0472600,1337,1865
gene:Os07g0614250,412,631
gene:Os01g0224000,183,415
gene:Os05g0457000,13,10
gene:Os08g0175300,927,1324
gene:Os12g0156400,2797,4565
gene:Os06g0620600,516,715
gene:Os09g0501150,0,0
gene:Os06g0318300,311,402
gene:Os01g0684900,244,639
gene:Os10g0194300,71,161
gene:Os12g0111800,32,56
gene:Os01g0654400,1422,1570
gene:Os08g0554000,1793,1817
gene:Os01g0212700,27,100
gene:Os02g0596000,174,181
gene:Os06g0154500,2781,3586
gene:Os03g0197875,0,0
gene:Os08g0434100,3563,2133
gene:Os04g0102600,1077,1494
gene:Os07g0209900,0,0
gene:Os04g0691900,921,1880
gene:Os08g0156800,2439,2528
gene:Os01g0830300,178,153
gene:ENSRNA049450896,0,0
gene:Os02g0153000,147,189
gene:Os02g0104100,334,293
gene:Os06g0495632,0,3
gene:Os01g0696100,0,0
gene:Os04g0616050,16,18
gene:Os03g0285900,2276,3357
gene:Os11g0644600,260,409
gene:Os05g0408900,705,1368
gene:Os01g0175633,6,4
gene:Os03g0325000,0,0
gene:Os01g0120400,529,564
gene:Os02g0652000,22,53
gene:Os12g0488600,0,0
gene:Os05g0251700,0,15
gene:Os03g0826400,371,563
gene:Os02g0201500,410,508
gene:Os07g0102300,862,1203
gene:Os02g0124650,60,40
gene:Os06g0159750,0,0
gene:Os04g0688100,488,3491
gene:Os03g0448600,497,1013
gene:Os02g0109501,190,355
gene:Os07g0606600,19,85
gene:Os08g0546900,21,37
gene:Os11g0549300,62,80
gene:Os02g0797400,351,277
gene:Os12g0468500,19,33
gene:Os10g0548700,941,1023
gene:Os01g0930300,77,117
gene:ENSRNA049445231,0,0
gene:Os01g0584200,492,937
gene:Os03g0852400,16,29
gene:Os12g0128000,66,98
gene:Os02g0320800,129,145
gene:Os07g0187900,1539,1989
gene:Os12g0250900,0,549
gene:Os01g0203300,149,184
gene:Os07g0610400,0,0
gene:Os10g0122000,9,19
gene:Os01g0271000,464,535
gene:Os09g0132900,761,592
gene:Os01g0825700,2137,2852
gene:Os11g0287000,73,149
gene:Os03g0782200,0,0
gene:Os02g0229900,5,4
gene:Os03g0192750,36,112
gene:Os04g0206450,0,14
gene:Os09g0134500,3729,3783
gene:Os05g0158200,1796,2147
gene:Os03g0772900,77,88
gene:Os01g0875800,53,30
gene:Os03g0802500,962,1622
gene:ENSRNA049441421,0,0
gene:Os05g0535533,6,6
gene:Os02g0322400,885,1012
gene:ENSRNA050013672,2,3
gene:ENSRNA050013673,4,2
gene:ENSRNA050013670,0,1
gene:ENSRNA050013671,0,1
gene:Os02g0661000,1526,2114
gene:ENSRNA050013674,3,3
gene:Os01g0259200,1078,2174
gene:Os02g0129600,810,971
gene:Os03g0773050,7,0
gene:Os02g0628000,30,29
gene:Os12g0130600,0,0
gene:Os07g0616800,48314,26380
gene:Os11g0265400,1624,2026
gene:Os11g0655200,64,78
gene:Os02g0730400,2753,2146
gene:Os01g0549400,2469,4275
gene:ENSRNA049467453,1,1
gene:Os04g0457000,2152,3026
gene:Os12g0105850,14,32
gene:Os08g0487500,1196,1559
gene:Os05g0486600,275,540
gene:Os02g0318851,0,0
gene:Os04g0196600,459,998
gene:Os01g0126000,0,0
gene:Os07g0533850,3,7
gene:Os01g0233850,2,2
gene:Os02g0252400,15477,25923
gene:Os01g0134850,17,6
gene:Os02g0282900,1310,1475
gene:Os11g0568700,2209,2320
gene:Os08g0246351,0,0
gene:Os02g0306801,4,25
gene:Os11g0102800,3001,4723
gene:Os03g0174900,3367,3952
gene:Os07g0539400,0,0
gene:Os03g0646900,3865,5347
gene:Os02g0280500,52,43
gene:Os01g0183400,2,20
gene:Os05g0213500,870,1181
gene:Os07g0561800,47,120
gene:Os02g0736800,64,73
gene:Os09g0572525,3,3
gene:Os11g0482150,1,4
gene:Os09g0397400,994,1025
gene:Os06g0104300,1147,1228
gene:Os05g0325200,163,180
gene:Os03g0854000,322,740
gene:Os03g0741900,0,0
gene:Os01g0868800,0,12
gene:Os07g0183100,0,0
gene:Os05g0125000,7371,9609
gene:Os07g0283600,10,11
gene:Os01g0871000,15,34
gene:Os01g0598000,0,3
gene:Os03g0834150,0,0
gene:Os01g0115750,0,17
gene:Os11g0533500,2552,3942
gene:Os11g0577300,0,0
gene:Os03g0210200,48,11
gene:Os04g0272700,490,714
gene:Os02g0815950,4,0
gene:Os03g0142200,24,8
gene:Os04g0479500,474,551
gene:Os12g0601300,574,618
gene:Os06g0129000,107,218
gene:Os03g0355600,5416,8000
gene:Os03g0762500,263,827
gene:Os01g0719000,2552,2849
gene:Os04g0356600,4,12
gene:Os09g0287500,134,120
gene:Os02g0820600,511,596
gene:Os07g0114400,4221,5584
gene:Os09g0391800,14,17
gene:Os12g0615800,1583,2523
gene:Os04g0543200,5519,7037
gene:Os05g0114500,603,762
gene:Os02g0639800,916,1213
gene:Os07g0116800,8,32
gene:Os06g0345200,887,999
gene:Os08g0514066,0,3
gene:Os10g0361300,0,0
gene:ENSRNA049470170,0,0
gene:Os09g0468900,2830,3864
gene:Os03g0847900,224,369
gene:Os11g0104400,895,1626
gene:Os10g0118800,227,257
gene:Os04g0669475,137,301
gene:Os04g0474900,775,1527
gene:Os02g0829000,29,38
gene:Os03g0312500,0,17
gene:Os06g0685200,0,34
gene:Os06g0609775,4,9
gene:Os02g0193300,17,43
gene:Os12g0567800,12,32
gene:Os10g0580200,1539,1814
gene:Os03g0598100,663,1274
gene:Os07g0471050,11,25
gene:Os04g0473025,0,0
gene:Os01g0966200,43,49
gene:Os06g0354600,269,321
gene:Os05g0572900,21,31
gene:Os07g0691100,6,0
gene:Os09g0514100,587,881
gene:Os05g0377450,1,1
gene:Os03g0656500,176,373
gene:Os11g0704500,3641,5202
gene:Os04g0466100,299,417
gene:EPlORYSAT000373608,1571,3337
gene:Os02g0816700,297,285
gene:Os05g0121800,848,1139
gene:Os12g0588200,0,0
gene:Os02g0123032,2,4
gene:Os07g0155600,1138,2230
gene:Os04g0517100,161,464
gene:Os03g0585900,0,0
gene:Os03g0170100,18,45
gene:Os01g0674800,1266,943
gene:Os12g0509900,289,378
gene:Os05g0115100,508,637
gene:Os02g0124800,430,639
gene:Os01g0164650,0,8
gene:Os03g0359600,0,0
gene:Os05g0134800,0,0
gene:Os03g0214000,4635,5349
gene:Os08g0136600,0,0
gene:Os04g0253000,4019,12479
gene:Os01g0594800,10,20
gene:Os06g0610000,22,68
gene:Os03g0703300,3755,7257
gene:Os06g0181800,3,10
gene:Os01g0852200,1594,1961
gene:Os04g0616550,1,2
gene:Os05g0446900,1422,1934
gene:Os03g0750000,15739,29504
gene:Os08g0106900,56,161
gene:Os03g0231850,51,133
gene:Os03g0115200,4965,6388
gene:Os07g0689950,519,953
gene:Os01g0542000,258,473
gene:Os04g0660200,968,1404
gene:Os09g0370000,13,38
gene:Os09g0337300,185,207
gene:Os05g0393400,682,776
gene:Os07g0681350,0,0
gene:Os08g0553200,25,36
gene:Os08g0517001,6,14
gene:Os01g0144340,884,1121
gene:Os01g0532100,0,4
gene:Os05g0150800,1665,1803
gene:Os08g0111300,7,23
gene:Os08g0524800,567,766
gene:Os07g0227800,1807,2413
gene:Os06g0667400,1016,1600
gene:Os09g0483800,3,0
gene:Os05g0155601,25737,22720
gene:Os12g0514900,589,918
gene:Os12g0498400,1499,1509
gene:Os01g0533850,0,0
gene:Os03g0130700,1053,1964
gene:Os08g0541500,363,404
gene:Os03g0201000,104,125
gene:Os02g0715300,457,544
gene:Os09g0511200,0,6
gene:Os04g0143932,0,0
gene:Os05g0379300,10,26
gene:Os01g0960200,91,177
gene:Os01g0629600,109,130
gene:Os01g0954100,62,35
gene:Os06g0232700,3,9
gene:Os09g0543900,3,9
gene:Os08g0269300,0,0
gene:Os02g0149900,0,8
gene:Os08g0526400,132,390
gene:Os02g0745800,273,381
gene:Os11g0648000,1659,2337
gene:Os07g0672700,56,151
gene:Os12g0145566,2063,2986
gene:Os11g0637200,20,27
gene:Os01g0710100,32,1538
gene:Os09g0479400,42,77
gene:Os02g0258900,279,556
gene:Os03g0136700,45,33
gene:Os01g0909400,17,28
gene:Os11g0527500,0,0
gene:Os01g0812900,2080,3580
gene:Os02g0300500,0,0
gene:Os09g0244600,69,103
gene:Os07g0502900,57,48
gene:Os05g0477800,66,151
gene:Os01g0602466,84,489
gene:Os05g0456500,389,474
gene:Os06g0652000,1438,1717
gene:Os01g0261200,2533,6989
gene:Os09g0518200,276,363
gene:Os03g0740650,0,0
gene:Os05g0516550,23,4
gene:Os05g0370100,0,476
gene:Os10g0409900,1885,2851
gene:Os07g0656500,154,175
gene:Os09g0279800,97,179
gene:Os09g0414300,78,108
gene:Os01g0571000,3313,4199
gene:Os08g0502800,977,1454
gene:Os01g0152050,4,3
gene:Os12g0637200,24,44
gene:Os03g0217400,466,619
gene:Os08g0199200,16,23
gene:Os07g0239600,75,138
gene:Os06g0639150,0,0
gene:Os06g0659600,0,0
gene:Os11g0179500,0,0
gene:Os09g0552900,47,108
gene:Os05g0503300,5181,6129
gene:Os06g0170000,0,0
gene:Os03g0792500,3532,4668
gene:Os01g0650000,74,150
gene:Os01g0253500,3,3
gene:Os02g0830750,14,16
gene:Os01g0950300,72,233
gene:Os03g0860050,31,42
gene:Os01g0921100,35,38
gene:Os12g0222650,0,118
gene:Os03g0793450,7,9
gene:Os07g0675166,26,126
gene:Os01g0914400,33,82
gene:Os05g0315200,1045,1734
gene:Os04g0431800,477,386
gene:Os10g0551401,199,475
gene:Os06g0494701,0,8
gene:Os07g0669000,9,54
gene:Os04g0684900,60,167
gene:Os01g0286900,92,180
gene:Os10g0459300,30,16
gene:Os01g0893700,0,0
gene:Os08g0496800,0,8
gene:Os04g0352066,0,4
gene:Os04g0129300,158,299
gene:Os01g0139900,28,62
gene:Os11g0124900,91,105
gene:Os04g0445850,3,9
gene:Os02g0558200,4,32
gene:Os08g0205150,45,284
gene:Os03g0283200,98,148
gene:Os02g0232000,244,759
gene:Os06g0656201,13,16
gene:Os06g0177250,3,0
gene:Os07g0576100,0,0
gene:Os06g0273800,2628,2680
gene:Os01g0116800,0,24
gene:Os01g0589000,576,379
gene:Os04g0484800,832,1332
gene:Os06g0149166,196,349
gene:Os07g0123700,2339,2772
gene:Os01g0114402,0,0
gene:Os06g0271400,0,0
gene:Os01g0114400,0,0
gene:Os05g0132500,1642,2322
gene:Os01g0864300,3,15
gene:Os06g0175500,3427,6374
gene:Os11g0197600,1506,1926
gene:Os08g0433600,662,940
gene:Os02g0749000,516,549
gene:Os02g0742051,601,935
gene:Os02g0742050,175,446
gene:Os03g0356400,284,326
gene:Os06g0176125,0,0
gene:Os03g0765500,3,19
gene:Os02g0156700,140,198
gene:Os06g0130600,527,745
gene:Os07g0603750,3,4
gene:Os11g0438400,688,714
gene:Os01g0923700,1988,4095
gene:Os04g0436000,29,10
gene:Os06g0528700,13,12
gene:Os06g0564500,527,883
gene:Os07g0296200,341,542
gene:Os12g0108966,0,0
gene:Os02g0182200,15,0
gene:Os04g0219700,6,22
gene:Os01g0786601,11,0
gene:Os10g0343400,0,0
gene:Os08g0486200,2828,3841
gene:Os04g0514150,115,128
gene:Os02g0440000,3430,3174
gene:Os09g0388000,38,49
gene:Os08g0302100,2,9
gene:Os04g0671100,1241,1809
gene:Os06g0132600,71,93
gene:Os01g0884400,537,788
gene:Os07g0599100,108,132
gene:Os01g0115752,0,7
gene:Os10g0395000,28,93
gene:Os12g0404400,138,212
gene:Os11g0222800,0,1
gene:Os04g0553000,551,657
gene:Os01g0536466,0,0
gene:Os02g0299600,30,43
gene:Os07g0142000,562,787
gene:Os03g0837850,14,13
gene:Os03g0269601,1,0
gene:Os07g0140633,0,3
gene:Os11g0130500,30,63
gene:Os06g0126050,6,25
gene:Os01g0137282,2,3
gene:Os11g0528400,302,342
gene:Os06g0202400,4,19
gene:Os07g0418700,16,20
gene:Os02g0615400,0,0
gene:Os12g0123200,142,155
gene:Os04g0573300,85,245
gene:Os11g0250000,4460,5575
gene:Os05g0592500,2194,3558
gene:Os08g0423600,0,0
gene:Os04g0527800,1687,1989
gene:Os11g0586800,0,0
gene:Os04g0495000,0,8
gene:Os06g0311000,0,0
gene:Os01g0971100,4213,6055
gene:Os10g0498000,87,117
gene:ENSRNA049466121,0,0
gene:Os12g0570300,0,0
gene:Os08g0378300,0,11
gene:Os04g0144300,3,9
gene:Os01g0784600,598,783
gene:Os03g0169900,263,620
gene:Os11g0302750,167,263
gene:Os04g0558400,837,2516
gene:Os06g0633375,9,48
gene:Os02g0527100,724,840
gene:Os07g0145250,25,32
gene:Os01g0597600,0,2
gene:Os03g0718000,886,1158
gene:Os01g0640800,299,330
gene:Os01g0800950,4,8
gene:Os01g0757400,343,314
gene:Os04g0625000,1359,1869
gene:Os08g0190800,1423,1924
gene:Os04g0614700,1979,2841
gene:Os02g0589500,50,58
gene:Os03g0122300,78,340
gene:Os06g0727300,226,286
gene:Os03g0223301,1649,0
gene:Os04g0119200,187,145
gene:Os02g0205200,1269,2610
gene:Os02g0189800,37,79
gene:Os03g0112400,2028,3052
gene:Os12g0109375,0,0
gene:Os10g0375600,4493,6080
gene:Os03g0674600,251,417
gene:Os06g0597250,270,0
gene:Os03g0114800,367,1074
gene:Os06g0611500,0,0
gene:Os05g0398450,439,635
gene:Os04g0552066,2,0
gene:Os08g0177000,11,21
gene:Os02g0103000,3,6
gene:Os06g0138200,1455,2268
gene:Os11g0670100,0,37
gene:Os06g0731000,0,0
gene:Os08g0504500,48,71
gene:Os07g0659700,533,589
gene:Os01g0845100,18,96
gene:Os01g0694400,188,165
gene:Os11g0658950,45,33
gene:Os06g0731100,797,834
gene:Os05g0156401,445,551
gene:Os05g0417200,468,542
gene:Os08g0135100,334,362
gene:Os07g0179500,408,654
gene:Os06g0365200,33,0
gene:Os05g0565500,171,358
gene:Os05g0105300,567,692
gene:Os03g0109000,3,3
gene:Os10g0485000,2011,2787
gene:Os02g0704800,2945,3358
gene:Os08g0344700,0,0
gene:Os01g0801600,804,1164
gene:Os02g0142950,0,0
gene:Os02g0586700,0,0
gene:Os08g0536383,0,0
gene:Os05g0144200,2006,2206
gene:Os09g0440200,785,1099
gene:Os08g0154900,373,634
gene:Os12g0148400,124,96
gene:Os01g0228500,2657,3042
gene:Os07g0170100,3457,3861
gene:Os08g0128900,6,13
gene:Os01g0330100,1078,1287
gene:Os05g0590100,3,8
gene:Os10g0576750,0,0
gene:Os03g0385900,1532,1922
gene:Os10g0181800,3,0
gene:Os03g0829466,9,3
gene:Os05g0563900,677,834
gene:Os04g0682400,371,517
gene:Os06g0634800,0,0
gene:Os03g0387500,581,725
gene:ENSRNA049468210,0,0
gene:Os01g0846450,920,1319
gene:Os06g0188950,81,74
gene:Os01g0817400,0,0
gene:Os06g0156801,5,3
gene:Os06g0632400,36,18
gene:Os07g0248100,0,1
gene:Os01g0500400,29,55
gene:Os02g0120900,958,1046
gene:Os04g0693400,524,858
gene:Os01g0771350,1119,1340
gene:Os06g0676801,42,44
gene:Os12g0407350,6,2
gene:Os02g0130000,477,675
gene:Os01g0686500,0,0
gene:Os01g0645650,0,0
gene:Os07g0655851,0,1
gene:Os12g0197100,68,214
gene:Os08g0409500,41,69
gene:Os02g0241100,64,172
gene:Os07g0490600,3612,4871
gene:Os07g0625400,899,1199
gene:Os03g0727150,0,0
gene:Os03g0265600,4441,5890
gene:Os09g0481650,0,0
gene:Os11g0140300,27,25
gene:Os07g0587200,36,43
gene:Os07g0567900,0,0
gene:Os09g0374700,0,0
gene:Os03g0325900,0,0
gene:Os10g0573700,686,1226
gene:Os01g0517800,638,710
gene:Os02g0745300,3,3
gene:Os08g0276000,2144,2337
gene:Os08g0436000,1392,2145
gene:Os03g0723000,240,335
gene:Os02g0318450,82,68
gene:Os03g0180700,870,1005
gene:Os05g0369900,0,46
gene:Os05g0368300,1727,2274
gene:Os08g0508500,127,61
gene:Os05g0518000,0,0
gene:Os09g0107600,0,0
gene:Os09g0558800,172,170
gene:Os02g0608600,15476,14226
gene:Os10g0111850,0,0
gene:Os02g0238500,258,308
gene:Os01g0120300,557,713
gene:Os11g0472500,1708,2880
gene:Os08g0131300,3,5
gene:Os07g0662550,0,0
gene:Os11g0195100,1029,1118
gene:Os06g0629687,0,0
gene:Os10g0474300,91,84
gene:Os05g0523300,454,1014
gene:Os03g0328501,80,82
gene:Os07g0209000,3266,4007
gene:Os05g0474600,7352,16129
gene:Os03g0438100,859,1934
gene:Os03g0859600,9216,7222
gene:Os10g0190000,3267,4553
gene:Os03g0780500,732,1446
gene:Os03g0639300,106,307
gene:Os04g0389100,20,20
gene:Os07g0445600,8020,10738
gene:Os06g0318533,1138,2382
gene:Os05g0318166,5,139
gene:Os08g0205200,1418,2844
gene:Os01g0905400,278,546
gene:Os02g0245900,0,0
gene:Os02g0828100,128,128
gene:Os01g0376700,936,1297
gene:Os01g0899800,13,31
gene:Os05g0103000,29,62
gene:Os05g0309000,0,0
gene:Os02g0742550,199,278
gene:Os01g0869550,0,0
gene:Os12g0624200,145,214
gene:Os03g0321100,128,70
gene:Os03g0193225,505,755
gene:Os03g0789100,0,3
gene:Os01g0887850,8,8
gene:Os12g0622900,288,316
gene:Os06g0574450,292,424
gene:ENSRNA049465332,7,20
gene:Os12g0427450,0,0
gene:Os10g0478350,0,0
gene:Os11g0546500,1317,1404
gene:Os07g0271000,1466,2596
gene:Os02g0312500,363,470
gene:Os07g0291750,18,20
gene:Os12g0461300,0,0
gene:Os03g0246800,3187,4827
gene:Os01g0100600,719,867
gene:Os08g0272200,132,133
gene:Os02g0320100,384,454
gene:Os09g0437400,7,5
gene:Os08g0481200,0,0
gene:Os05g0269200,35,99
gene:Os02g0172600,2577,3294
gene:Os03g0168650,0,0
gene:Os07g0592733,7,0
gene:Os12g0191500,37,47
gene:Os02g0271000,0,0
gene:Os01g0934000,1706,2725
gene:Os12g0406000,11,560
gene:Os05g0187500,0,7
gene:Os05g0127500,179,407
gene:Os11g0432301,6,13
gene:Os02g0124599,8,4
gene:Os03g0176200,18,33
gene:Os05g0343400,910,3836
gene:Os03g0569900,744,946
gene:Os02g0282000,45,148
gene:Os04g0455700,11,19
gene:Os05g0205400,2,2
gene:Os10g0470100,1586,813
gene:Os04g0412350,278,443
gene:Os07g0517600,6,0
gene:Os06g0575500,0,0
gene:Os09g0402001,0,9
gene:Os04g0127001,15,23
gene:Os09g0397300,1219,2508
gene:Os05g0209950,0,0
gene:Os12g0595300,0,0
gene:Os01g0877500,202,368
gene:Os03g0769800,465,868
gene:Os04g0464400,177,930
gene:Os03g0289100,22989,28191
gene:Os05g0125900,5,20
gene:Os11g0137500,23,18
gene:Os10g0489399,0,0
gene:Os02g0730300,2306,5042
gene:Os07g0536300,0,0
gene:Os03g0755900,72,88
gene:Os04g0166000,36,0
gene:Os05g0380700,17,127
gene:Os12g0611900,204,343
gene:Os04g0457700,0,9
gene:Os04g0668900,296,588
gene:Os06g0109200,3,0
gene:Os10g0390800,0,21
gene:Os02g0435600,575,708
gene:Os12g0160200,271,243
gene:Os03g0313600,1546,1492
gene:Os10g0396400,5151,6675
gene:Os12g0285600,1538,1699
gene:Os06g0554800,2761,4245
gene:Os04g0620000,8287,11179
gene:Os03g0808500,3599,912
gene:Os07g0539300,157,241
gene:Os11g0102100,1,0
gene:Os03g0646200,192,359
gene:Os04g0376000,3137,3758
gene:Os06g0232400,19,10
gene:Os11g0131900,5874,4622
gene:Os04g0598200,2335,2736
gene:Os01g0623900,72,109
gene:Os05g0580500,1264,1323
gene:Os05g0439300,10,22
gene:Os11g0111101,170,179
gene:Os03g0172000,2840,3594
gene:Os06g0589950,0,0
gene:Os04g0543500,725,1643
gene:Os03g0655200,1179,1606
gene:Os06g0251000,575,585
gene:Os02g0543300,14,18
gene:Os03g0661900,93,98
gene:Os02g0810000,155,260
gene:Os04g0212450,55,53
gene:ENSRNA049446581,0,0
gene:Os11g0249800,436,725
gene:Os03g0806500,1077,1763
gene:Os01g0137875,0,0
gene:Os12g0163600,61,76
gene:Os02g0570700,648,1399
gene:Os07g0155100,702,1394
gene:Os11g0504900,0,0
gene:Os03g0216700,405,1356
gene:Os03g0598600,0,0
gene:Os05g0290000,0,0
gene:ENSRNA049472947,8,7
gene:Os03g0311600,68,83
gene:Os06g0217900,289,280
gene:Os02g0734101,0,3
gene:Os12g0571200,990,779
gene:Os05g0338132,0,1
gene:Os03g0734400,118,125
gene:Os01g0301500,0,0
gene:Os12g0420100,0,0
gene:Os08g0341700,1135,1862
gene:Os02g0185633,627,309
gene:Os09g0494300,1670,2351
gene:Os02g0116800,329,569
gene:Os01g0190300,69,88
gene:Os03g0423800,1324,1674
gene:Os12g0289600,131,163
gene:Os01g0343350,4,5
gene:Os05g0376200,25,43
gene:Os12g0497300,30,23
gene:Os04g0273350,0,0
gene:Os03g0165400,1313,1238
gene:Os01g0966500,1104,1187
gene:Os03g0836600,305,429
gene:Os01g0276033,0,6
gene:Os01g0352200,0,0
gene:Os01g0151400,2083,3689
gene:Os10g0494800,1609,2394
gene:Os10g0493850,37,74
gene:Os12g0621025,146,132
gene:Os08g0520900,70415,40277
gene:Os03g0677101,0,0
gene:Os01g0733100,0,0
gene:Os05g0168200,15,20
gene:Os06g0713400,209,337
gene:Os01g0393300,41,42
gene:Os06g0472700,981,1269
gene:Os05g0569800,169,302
gene:Os08g0517900,650,742
gene:Os02g0761400,979,1213
gene:Os04g0392500,0,0
gene:Os05g0555900,778,933
gene:Os01g0672700,1430,1772
gene:Os04g0659200,0,5
gene:Os12g0552700,1802,2727
gene:Os09g0477900,400,402
gene:Os09g0513500,52,54
gene:Os04g0452400,1446,2137
gene:Os08g0406150,76,199
gene:Os02g0717300,1448,2218
gene:Os01g0248800,9,25
gene:Os01g0392800,598,778
gene:Os05g0400500,0,0
gene:Os05g0532800,49,51
gene:Os06g0181300,157,350
gene:Os09g0481700,806,1888
gene:Os06g0665900,1404,1472
gene:Os05g0157100,981,1014
gene:Os09g0309500,738,1129
gene:Os01g0275700,0,0
gene:Os02g0682300,87,309
gene:Os01g0647200,52,106
gene:Os09g0336775,0,0
gene:Os02g0530500,0,3
gene:Os06g0650300,32,42
gene:Os08g0395700,305,646
gene:Os07g0636800,13,66
gene:Os11g0637501,4561,3884
gene:Os07g0519725,0,0
gene:Os08g0388300,358,883
gene:Os01g0911250,7,3
gene:Os07g0554100,0,4
gene:Os09g0457250,4,6
gene:Os05g0372000,474,582
gene:Os08g0250300,0,0
gene:Os01g0229200,3607,6083
gene:Os08g0111800,0,0
gene:Os07g0660700,869,873
gene:Os08g0524100,870,1382
gene:Os12g0104800,2777,4086
gene:Os05g0461900,49,98
gene:Os07g0227300,8,3
gene:Os01g0566701,20,7
gene:Os09g0546950,0,2
gene:Os11g0298500,1,0
gene:Os09g0367900,353,406
gene:ENSRNA049473229,12,13
gene:Os10g0523100,990,1227
gene:Os01g0261500,610,649
gene:Os09g0124800,583,703
gene:ENSRNA049473223,7,6
gene:Os08g0513100,56,79
gene:Os11g0492900,0,0
gene:Os01g0929000,1565,1268
gene:Os02g0221500,4048,6288
gene:Os01g0274300,0,8
gene:Os09g0416200,1392,2341
gene:Os06g0708300,1191,1851
gene:Os11g0113150,18,29
gene:Os06g0553800,7,0
gene:Os08g0393700,24,30
gene:Os09g0511900,30,0
gene:Os01g0737900,645,842
gene:Os02g0220450,14,4
gene:Os04g0472200,0,0
gene:Os11g0701600,2,5
gene:Os10g0427900,244,309
gene:Os01g0626900,2209,3805
gene:Os12g0487750,0,0
gene:Os01g0916700,139,155
gene:Os07g0211601,0,0
gene:Os01g0952800,19,128
gene:Os03g0786100,4236,8101
gene:Os11g0543100,354,603
gene:Os10g0101150,0,1
gene:Os10g0396350,2,0
gene:Os07g0240600,1081,1188
gene:Os01g0393200,8,23
gene:Os08g0197300,20,48
gene:Os06g0662151,6,4
gene:Os06g0662150,22,45
gene:Os01g0382200,186,160
gene:Os01g0630101,2,0
gene:Os03g0275700,13,94
gene:Os10g0135833,113,142
gene:Os05g0272632,0,0
gene:Os05g0477100,0,0
gene:Os02g0648900,75,106
gene:Os03g0749500,5049,8216
gene:Os02g0634500,2771,4258
